timestamp_us,ecg,leads,ir,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
166411160,2220,1,195443,0.25,-0.27,10.00,-0.04,-0.03,-0.01,31.83
166491161,1786,1,198286,0.30,-0.28,9.94,-0.06,-0.06,-0.01,31.83
166571161,1776,1,200344,0.29,-0.29,10.01,-0.04,-0.03,-0.01,31.83
166650161,1814,1,201461,0.34,-0.29,9.96,-0.04,-0.03,-0.00,31.83
166730161,1834,1,202200,0.39,-0.31,9.95,-0.04,-0.05,-0.01,31.83
166810162,1780,1,202587,0.40,-0.32,10.00,-0.04,-0.04,-0.01,31.83
166890161,3567,1,202853,0.41,-0.32,9.96,-0.04,-0.01,-0.00,31.83
166970161,1755,1,203029,0.42,-0.33,9.98,-0.03,-0.01,-0.01,31.83
167050161,1999,1,202726,0.42,-0.31,9.97,-0.03,-0.02,-0.01,31.83
167130161,2210,1,202291,0.39,-0.32,9.97,-0.03,-0.01,-0.00,31.83
167215215,1808,1,202158,0.40,-0.31,9.96,-0.03,-0.00,-0.00,32.41
167289160,1711,1,201891,0.39,-0.31,9.99,-0.03,-0.00,-0.00,32.41
167369161,1827,1,200145,0.39,-0.29,10.00,-0.02,0.03,-0.00,32.41
167449164,1867,1,196009,0.36,-0.30,10.00,-0.02,0.02,-0.00,32.41
167529146,1830,1,191876,0.31,-0.28,9.99,-0.02,0.03,-0.00,32.41
167609146,1726,1,186579,0.31,-0.27,9.99,-0.02,0.02,-0.00,32.41
167690146,1877,1,179925,0.26,-0.27,9.98,-0.03,0.01,-0.00,32.41
167768146,2203,1,177073,0.28,-0.28,9.98,-0.03,-0.01,-0.00,32.41
167848176,1709,1,175258,0.28,-0.27,9.95,-0.03,-0.00,-0.00,32.41
167928161,1742,1,173393,0.25,-0.23,9.97,-0.03,0.00,-0.00,32.41
168008145,1715,1,171021,0.24,-0.25,9.98,-0.03,-0.00,-0.00,32.41
168088161,1887,1,168474,0.22,-0.24,10.02,-0.03,0.00,-0.00,32.41
168168145,1821,1,168272,0.23,-0.23,10.01,-0.03,-0.01,-0.01,32.41
168253215,1775,1,169641,0.22,-0.23,9.98,-0.04,-0.02,-0.01,31.85
168329161,1778,1,169361,0.22,-0.24,9.98,-0.03,-0.01,-0.01,31.85
168409161,2033,1,168960,0.23,-0.23,9.99,-0.03,-0.01,-0.00,31.85
168489161,1997,1,168702,0.21,-0.24,9.99,-0.03,-0.01,-0.01,31.85
168569162,1744,1,169164,0.22,-0.26,10.00,-0.03,-0.01,-0.00,31.85
168649161,1734,1,169469,0.21,-0.24,9.97,-0.03,-0.01,-0.00,31.85
168728161,1810,1,170363,0.21,-0.24,9.98,-0.03,-0.01,-0.00,31.85
168808161,2022,1,170542,0.23,-0.25,9.98,-0.03,-0.01,-0.00,31.85
168888186,1872,1,170679,0.21,-0.26,10.01,-0.03,-0.01,-0.00,31.85
168968161,1725,1,170925,0.23,-0.24,10.00,-0.03,-0.01,-0.01,31.85
169048161,1813,1,171016,0.23,-0.25,9.97,-0.03,-0.01,-0.01,31.85
169128161,2126,1,170219,0.21,-0.25,10.00,-0.03,-0.01,-0.00,31.85
169208161,1925,1,169221,0.22,-0.24,9.99,-0.03,-0.01,-0.00,31.85
169293215,1734,1,166737,0.24,-0.25,9.97,-0.03,-0.01,-0.00,31.69
169367161,1815,1,163309,0.23,-0.24,10.00,-0.03,-0.00,-0.00,31.69
169447161,1883,1,160341,0.21,-0.27,10.00,-0.03,-0.01,-0.00,31.69
169527161,1977,1,157981,0.21,-0.24,9.97,-0.03,-0.01,-0.01,31.69
169607161,1851,1,157166,0.19,-0.23,9.99,-0.03,-0.01,-0.01,31.69
169687161,1789,1,154829,0.22,-0.25,9.99,-0.03,-0.01,-0.00,31.69
169767161,1872,1,152748,0.21,-0.24,10.00,-0.03,-0.01,-0.00,31.69
169847161,1981,1,159854,0.20,-0.24,9.99,-0.03,-0.01,-0.01,31.69
169927161,2058,1,164022,0.20,-0.24,10.01,-0.03,-0.01,-0.01,31.69
170007161,1733,1,158630,0.20,-0.25,9.98,-0.03,-0.01,-0.01,31.69
170087161,1804,1,154429,0.21,-0.23,9.98,-0.03,-0.01,-0.00,31.69
170167161,1843,1,153434,0.20,-0.26,10.01,-0.03,-0.01,-0.01,31.69
170247161,1979,1,153346,0.22,-0.23,10.00,-0.03,-0.01,-0.00,31.69
170332215,1802,1,153263,0.20,-0.25,10.01,-0.03,-0.01,-0.01,31.69
170406161,1797,1,152966,0.22,-0.26,10.00,-0.03,-0.01,-0.01,31.69
170486161,1861,1,153331,0.21,-0.24,10.00,-0.03,-0.01,-0.01,31.69
170566161,2190,1,153931,0.21,-0.25,9.98,-0.03,-0.01,-0.01,31.69
170646161,1822,1,153545,0.21,-0.23,10.01,-0.03,-0.01,-0.01,31.69
170726186,1708,1,152564,0.21,-0.25,10.00,-0.03,-0.01,-0.01,31.69
170806161,1741,1,153978,0.22,-0.25,10.00,-0.03,-0.01,-0.01,31.69
170886161,1903,1,172983,0.23,-0.25,9.96,-0.03,-0.01,-0.00,31.69
170966161,1740,1,170893,0.21,-0.23,9.98,-0.03,-0.01,-0.01,31.69
171046161,1808,1,166090,0.21,-0.24,10.00,-0.03,-0.01,-0.01,31.69
171126180,1843,1,159456,0.22,-0.24,9.96,-0.03,-0.01,-0.01,31.69
171206161,2023,1,152419,0.22,-0.23,10.00,-0.03,-0.01,-0.00,31.69
171286161,2005,1,153600,0.21,-0.24,9.99,-0.03,-0.01,-0.00,31.69
171371215,1738,1,153668,0.20,-0.25,9.98,-0.03,-0.01,-0.00,31.69
171445161,1749,1,152637,0.20,-0.24,9.99,-0.03,-0.01,-0.01,31.69
171525167,1821,1,153870,0.21,-0.24,10.00,-0.03,-0.01,-0.01,31.69
171605161,1758,1,154249,0.21,-0.25,9.97,-0.03,-0.01,-0.00,31.69
171685161,1773,1,154266,0.21,-0.23,10.01,-0.03,-0.01,-0.01,31.69
171765161,1771,1,153564,0.20,-0.26,9.98,-0.03,-0.01,-0.00,31.69
171845161,2014,1,154952,0.21,-0.23,10.00,-0.03,-0.01,-0.00,31.69
171925161,2109,1,156341,0.21,-0.24,10.00,-0.03,-0.01,-0.01,31.69
172005160,1763,1,156762,0.20,-0.26,9.97,-0.03,-0.01,-0.00,31.69
172085161,1750,1,156444,0.21,-0.25,9.98,-0.03,-0.01,-0.00,31.69
172165161,1837,1,158202,0.21,-0.23,10.02,-0.03,-0.01,-0.00,31.69
172245161,1823,1,160301,0.21,-0.23,10.02,-0.03,-0.01,-0.01,31.69
172325162,2653,1,160249,0.23,-0.25,9.98,-0.03,-0.01,-0.00,31.69
172410215,1719,1,160720,0.21,-0.26,9.99,-0.03,-0.01,-0.00,31.69
172484161,1882,1,161409,0.19,-0.24,9.97,-0.03,-0.01,-0.01,31.69
172564188,2126,1,161062,0.22,-0.27,9.98,-0.03,-0.01,-0.01,31.69
172644161,1757,1,159769,0.21,-0.24,10.02,-0.03,-0.01,-0.00,31.69
172724161,1779,1,157600,0.20,-0.23,9.98,-0.03,-0.01,-0.00,31.69
172804161,1867,1,158684,0.22,-0.23,10.01,-0.03,-0.01,-0.01,31.69
172884161,1808,1,160033,0.22,-0.24,9.98,-0.03,-0.01,-0.01,31.69
172964162,1705,1,160059,0.22,-0.23,9.99,-0.03,-0.01,-0.01,31.69
173044161,1830,1,160249,0.21,-0.24,10.00,-0.03,-0.01,-0.00,31.69
173124160,2025,1,161232,0.22,-0.22,10.00,-0.03,-0.01,-0.00,31.69
173204161,2060,1,160547,0.22,-0.25,9.97,-0.03,-0.01,-0.01,31.69
173284161,1743,1,159106,0.22,-0.24,10.00,-0.03,-0.01,-0.00,31.69
173364161,1826,1,156342,0.21,-0.24,9.99,-0.03,-0.01,-0.01,31.69
173449215,1936,1,156523,0.19,-0.25,10.00,-0.03,-0.01,-0.01,31.67
173523177,1862,1,158361,0.21,-0.23,10.01,-0.03,-0.01,-0.01,31.67
173603161,1695,1,164295,0.22,-0.24,10.00,-0.03,-0.01,-0.01,31.67
173683161,1845,1,160691,0.21,-0.23,9.99,-0.03,-0.01,-0.01,31.67
173763161,2141,1,158418,0.21,-0.24,9.98,-0.03,-0.01,-0.00,31.67
173843161,1742,1,154536,0.20,-0.24,9.98,-0.03,-0.01,-0.00,31.67
173923161,1712,1,152615,0.19,-0.24,9.99,-0.03,-0.01,-0.00,31.67
174003181,1750,1,150743,0.20,-0.26,10.02,-0.03,-0.01,-0.01,31.67
174083161,1734,1,150734,0.22,-0.25,9.96,-0.03,-0.01,-0.00,31.67
174163161,4025,1,151637,0.21,-0.25,10.01,-0.03,-0.01,-0.00,31.67
174243161,1756,1,151353,0.22,-0.23,9.99,-0.03,-0.01,-0.01,31.67
174323161,1904,1,149628,0.20,-0.25,10.00,-0.03,-0.01,-0.00,31.67
174403166,2117,1,141322,0.20,-0.24,9.98,-0.03,-0.01,-0.01,31.67
174488215,1712,1,131538,0.19,-0.25,10.00,-0.03,-0.01,-0.01,31.69
174562161,1743,1,130356,0.20,-0.24,9.99,-0.03,-0.01,-0.01,31.69
174642161,1807,1,130579,0.21,-0.24,10.00,-0.03,-0.01,-0.01,31.69
174722161,1801,1,130443,0.21,-0.24,9.98,-0.03,-0.01,-0.00,31.69
174802161,2608,1,130943,0.21,-0.26,10.00,-0.03,-0.01,-0.00,31.69
174882160,1778,1,131429,0.22,-0.24,9.98,-0.03,-0.01,-0.01,31.69
174962161,2000,1,131530,0.22,-0.24,9.99,-0.03,-0.01,-0.01,31.69
175042161,2112,1,131345,0.19,-0.23,9.99,-0.03,-0.01,-0.00,31.69
175122161,1758,1,131979,0.19,-0.24,9.98,-0.03,-0.01,-0.01,31.69
175202161,1776,1,132936,0.20,-0.25,10.00,-0.03,-0.01,-0.01,31.69
175282160,1821,1,134810,0.21,-0.24,9.99,-0.03,-0.01,-0.00,31.69
175362161,1889,1,135884,0.21,-0.26,9.99,-0.03,-0.01,-0.01,31.69
175442161,1722,1,136957,0.22,-0.24,10.00,-0.03,-0.01,-0.00,31.69
175527215,1799,1,136722,0.19,-0.25,9.99,-0.03,-0.01,-0.00,31.69
175601161,1809,1,137816,0.22,-0.23,10.01,-0.03,-0.01,-0.00,31.69
175681161,2098,1,138440,0.22,-0.26,9.99,-0.03,-0.01,-0.01,31.69
175761161,1747,1,139546,0.20,-0.25,10.00,-0.03,-0.01,-0.00,31.69
175841206,1728,1,139796,0.21,-0.24,9.98,-0.03,-0.01,-0.01,31.69
175921162,1777,1,140340,0.21,-0.25,9.98,-0.03,-0.01,-0.00,31.69
176001161,1834,1,141174,0.21,-0.23,9.99,-0.03,-0.01,-0.00,31.69
176081161,1841,1,140942,0.20,-0.24,9.99,-0.03,-0.01,-0.00,31.69
176161160,1860,1,141592,0.22,-0.25,9.99,-0.03,-0.01,-0.00,31.69
176241161,2534,1,142928,0.21,-0.26,9.98,-0.03,-0.01,-0.00,31.69
176321161,1783,1,140090,0.21,-0.25,10.00,-0.03,-0.01,-0.01,31.69
176401161,1968,1,147757,0.20,-0.22,10.00,-0.03,-0.01,-0.01,31.69
176481161,2219,1,165247,0.18,-0.23,9.99,-0.03,-0.01,-0.00,31.69
176566215,1734,1,158578,0.22,-0.23,9.97,-0.03,-0.01,-0.00,31.69
176640161,1754,1,172082,0.19,-0.24,9.98,-0.03,-0.01,-0.01,31.69
176721161,1825,1,193507,0.20,-0.25,10.01,-0.04,-0.04,-0.01,31.69
176801161,1904,1,199645,0.24,-0.25,10.00,-0.04,-0.03,-0.01,31.69
176881160,1819,1,202228,0.26,-0.25,9.98,-0.05,-0.03,-0.01,31.69
176961161,1626,1,203724,0.28,-0.30,9.97,-0.04,-0.04,-0.01,31.69
177041161,1805,1,204381,0.30,-0.27,9.98,-0.04,-0.05,-0.01,31.69
177121161,2044,1,204325,0.31,-0.29,10.00,-0.04,-0.04,-0.01,31.69
177201161,2130,1,204208,0.34,-0.29,9.97,-0.04,-0.02,-0.01,31.69
177279178,1616,1,204461,0.34,-0.30,9.97,-0.03,-0.02,-0.01,31.69
177359161,1787,1,204640,0.36,-0.31,9.98,-0.03,-0.01,-0.01,31.69
177439161,1864,1,204638,0.34,-0.29,10.04,-0.03,-0.02,-0.01,31.69
177519161,1770,1,204591,0.34,-0.30,9.97,-0.04,-0.01,-0.01,31.69
177604215,2342,1,204757,0.34,-0.29,10.01,-0.04,-0.02,-0.01,32.17
177680161,1712,1,204759,0.34,-0.31,9.99,-0.03,-0.01,-0.01,32.17
177760161,1927,1,204639,0.36,-0.30,9.99,-0.03,-0.01,-0.01,32.17
177840161,2069,1,204215,0.35,-0.30,9.96,-0.03,-0.01,-0.01,32.17
177920161,1715,1,204163,0.35,-0.28,10.00,-0.03,-0.01,-0.01,32.17
178000161,1685,1,204088,0.35,-0.30,9.99,-0.03,-0.01,-0.01,32.17
178080161,1757,1,204253,0.36,-0.29,9.97,-0.03,-0.01,-0.00,32.17
178160161,1799,1,204284,0.33,-0.29,9.98,-0.03,-0.01,-0.01,32.17
178238161,1879,1,204325,0.36,-0.28,9.99,-0.03,-0.01,-0.00,32.17
178318161,2285,1,204201,0.35,-0.29,9.99,-0.03,-0.01,-0.00,32.17
178398161,1744,1,204145,0.34,-0.27,9.99,-0.03,-0.01,-0.00,32.17
178478161,1961,1,203802,0.33,-0.30,9.97,-0.03,-0.01,-0.01,32.17
178558161,2150,1,203640,0.31,-0.29,9.98,-0.03,-0.01,-0.00,32.17
178643215,1683,1,203922,0.35,-0.30,10.00,-0.03,-0.01,-0.00,32.21
178719160,1773,1,203925,0.34,-0.28,9.97,-0.03,-0.01,-0.00,32.21
178799161,1815,1,203741,0.33,-0.32,9.97,-0.03,-0.01,-0.00,32.21
178879161,1935,1,203607,0.34,-0.30,9.98,-0.03,-0.01,-0.01,32.21
178959161,1853,1,203717,0.34,-0.28,10.00,-0.03,-0.00,-0.00,32.21
179039160,1718,1,203818,0.33,-0.29,9.98,-0.03,-0.01,-0.00,32.21
179119161,1825,1,203887,0.34,-0.31,9.96,-0.03,-0.01,-0.00,32.21
179199161,2118,1,203319,0.36,-0.30,9.96,-0.03,-0.01,-0.00,32.21
179277161,1925,1,203298,0.35,-0.28,9.99,-0.03,-0.01,-0.01,32.21
179357161,1749,1,203360,0.31,-0.29,10.00,-0.03,-0.01,-0.00,32.21
179437161,1757,1,203502,0.34,-0.28,9.98,-0.03,-0.01,-0.01,32.21
179517161,1814,1,203553,0.34,-0.28,9.99,-0.03,-0.01,-0.00,32.21
179597161,1850,1,203738,0.34,-0.30,10.01,-0.03,-0.02,-0.01,32.21
179682215,1629,1,203998,0.34,-0.27,10.01,-0.03,-0.01,-0.00,32.19
179757161,1806,1,204014,0.35,-0.30,9.96,-0.03,-0.01,-0.01,32.19
179837161,1983,1,203629,0.35,-0.30,9.99,-0.03,-0.01,-0.00,32.19
179917161,2185,1,203303,0.33,-0.29,9.99,-0.03,-0.01,-0.01,32.19
179997161,1713,1,203456,0.34,-0.28,9.99,-0.03,-0.01,-0.01,32.19
180077162,1754,1,203578,0.34,-0.29,9.99,-0.03,-0.01,-0.00,32.19
180157186,1802,1,203619,0.34,-0.30,9.97,-0.03,-0.01,-0.01,32.19
180237161,1710,1,203756,0.33,-0.28,9.98,-0.03,-0.01,-0.00,32.19
180317161,2368,1,203818,0.34,-0.29,9.97,-0.03,-0.01,-0.01,32.19
180397161,1749,1,203987,0.35,-0.30,9.98,-0.03,-0.01,-0.00,32.19
180477161,1987,1,203672,0.34,-0.30,10.00,-0.03,-0.01,-0.01,32.19
180557160,2086,1,203624,0.32,-0.29,9.99,-0.03,-0.01,-0.01,32.19
180637161,1664,1,204037,0.33,-0.28,9.98,-0.03,-0.01,-0.00,32.19
180722215,1744,1,204207,0.33,-0.28,10.00,-0.03,-0.01,-0.01,32.17
180797161,1761,1,204402,0.35,-0.30,10.01,-0.03,-0.01,-0.01,32.17
180877161,1809,1,204488,0.33,-0.31,9.97,-0.03,-0.01,-0.01,32.17
180957161,3462,1,204412,0.33,-0.28,10.01,-0.03,-0.01,-0.00,32.17
181037161,1822,1,204438,0.36,-0.29,9.96,-0.03,-0.01,-0.00,32.17
181117161,1937,1,204078,0.34,-0.29,9.99,-0.03,-0.01,-0.01,32.17
181197161,2185,1,203727,0.34,-0.31,9.99,-0.03,-0.01,-0.01,32.17
181277161,1750,1,203934,0.33,-0.28,10.00,-0.03,-0.01,-0.01,32.17
181357161,1796,1,204185,0.35,-0.28,9.98,-0.03,-0.01,-0.00,32.17
181435161,1856,1,204235,0.34,-0.30,9.98,-0.03,-0.01,-0.00,32.17
181515161,1709,1,204210,0.34,-0.28,10.00,-0.03,-0.01,-0.01,32.17
181595161,3135,1,204306,0.34,-0.30,10.00,-0.03,-0.01,-0.01,32.17
181675160,1785,1,204441,0.35,-0.29,9.96,-0.04,-0.02,-0.01,32.17
181760215,1970,1,204385,0.33,-0.29,9.98,-0.03,-0.02,-0.00,32.17
181836161,2089,1,204069,0.34,-0.29,9.97,-0.03,-0.01,-0.01,32.17
181916161,1733,1,204196,0.34,-0.30,9.98,-0.03,-0.01,-0.01,32.17
181996161,1771,1,204251,0.34,-0.29,9.99,-0.03,-0.01,-0.01,32.17
182076161,1840,1,204195,0.34,-0.29,9.98,-0.03,-0.01,-0.00,32.17
182156161,1775,1,204328,0.34,-0.30,9.99,-0.03,-0.01,-0.00,32.17
182236161,1671,1,204448,0.35,-0.29,9.98,-0.03,-0.01,-0.01,32.17
182316161,1811,1,204678,0.33,-0.29,10.01,-0.03,-0.03,-0.00,32.17
182396189,2035,1,204260,0.37,-0.28,10.01,-0.03,-0.01,-0.01,32.17
182476161,2000,1,204204,0.35,-0.27,9.96,-0.02,-0.00,-0.00,32.17
182554160,1712,1,204483,0.35,-0.26,9.90,-0.01,-0.00,0.00,32.17
182634145,1902,1,204644,0.33,-0.25,10.03,-0.03,-0.02,-0.00,32.17
182714160,1767,1,204661,0.36,-0.27,9.96,-0.04,-0.01,-0.01,32.17
182799221,1568,1,204907,0.34,-0.28,9.98,-0.03,-0.01,-0.01,32.17
182875161,1489,1,205028,0.34,-0.24,9.99,-0.03,-0.01,-0.01,32.17
182955161,1648,1,205019,0.36,-0.28,10.01,-0.03,-0.02,-0.00,32.17
183035161,2015,1,204380,0.36,-0.26,9.97,-0.03,-0.01,-0.01,32.17
183115186,1703,1,204520,0.35,-0.26,10.00,-0.03,-0.00,-0.01,32.17
183195161,1725,1,204716,0.35,-0.24,9.98,-0.03,-0.00,-0.00,32.17
183275160,1801,1,204867,0.33,-0.26,10.00,-0.04,-0.01,-0.01,32.17
183355161,1751,1,204998,0.35,-0.26,9.97,-0.03,-0.02,-0.01,32.17
183435161,1787,1,205229,0.35,-0.25,9.99,-0.03,-0.00,-0.01,32.17
183515161,1787,1,205636,0.33,-0.28,9.98,-0.03,-0.01,-0.00,32.17
183593161,2007,1,205408,0.34,-0.28,9.97,-0.03,-0.01,-0.01,32.17
183673161,2189,1,205037,0.35,-0.24,10.02,-0.03,-0.01,-0.00,32.17
183753161,1806,1,205391,0.32,-0.26,10.00,-0.03,-0.01,-0.00,32.17
183838215,1821,1,205790,0.32,-0.27,9.99,-0.03,-0.01,-0.01,31.97
183914162,1948,1,205727,0.33,-0.26,10.00,-0.04,-0.01,-0.01,31.97
183994161,1775,1,205730,0.35,-0.27,9.97,-0.04,-0.03,-0.01,31.97
184074161,1692,1,205794,0.35,-0.27,10.00,-0.03,-0.01,-0.00,31.97
184154161,1938,1,205591,0.33,-0.25,9.99,-0.03,-0.00,-0.00,31.97
184234161,2143,1,204859,0.34,-0.27,10.00,-0.03,-0.01,-0.00,31.97
184314161,1775,1,204846,0.33,-0.27,9.99,-0.03,-0.01,-0.00,31.97
184394161,1923,1,205062,0.32,-0.27,10.00,-0.03,-0.01,-0.00,31.97
184474160,1869,1,205077,0.33,-0.26,10.00,-0.03,-0.01,-0.00,31.97
184554161,1799,1,205203,0.35,-0.26,10.01,-0.03,-0.01,-0.01,31.97
184632162,1727,1,205248,0.32,-0.29,10.01,-0.03,-0.01,-0.01,31.97
184712161,1799,1,205260,0.33,-0.27,9.98,-0.03,-0.01,-0.00,31.97
184792162,1952,1,204543,0.34,-0.28,10.01,-0.04,-0.02,-0.01,31.97
184877215,1940,1,204609,0.35,-0.27,9.98,-0.04,-0.02,-0.01,32.35
184953161,1657,1,204695,0.34,-0.27,9.97,-0.03,-0.01,-0.00,32.35
185033161,1792,1,204798,0.34,-0.28,10.00,-0.03,-0.01,-0.01,32.35
185113161,1838,1,204945,0.36,-0.29,10.01,-0.03,-0.01,-0.01,32.35
185193161,1699,1,205038,0.34,-0.28,9.98,-0.03,-0.01,-0.01,32.35
185273161,1674,1,205121,0.33,-0.29,9.97,-0.03,-0.01,-0.00,32.35
185353161,1823,1,204974,0.31,-0.29,10.00,-0.03,-0.01,-0.01,32.35
185433161,2111,1,204371,0.33,-0.29,9.99,-0.03,-0.01,-0.01,32.35
185513161,1744,1,204508,0.34,-0.27,9.97,-0.03,-0.01,-0.01,32.35
185593162,1776,1,204841,0.32,-0.29,9.99,-0.03,-0.01,-0.01,32.35
185673162,1792,1,204910,0.34,-0.28,10.00,-0.03,-0.01,-0.01,32.35
185751161,1783,1,204979,0.35,-0.28,9.98,-0.03,-0.01,-0.01,32.35
185831161,2627,1,205031,0.34,-0.26,9.98,-0.03,-0.01,-0.01,32.35
185916215,1770,1,205318,0.34,-0.26,9.99,-0.03,-0.01,-0.00,32.47
185992161,2019,1,204829,0.35,-0.30,9.98,-0.03,-0.01,-0.01,32.47
186072161,2083,1,204368,0.35,-0.30,9.99,-0.03,-0.01,-0.01,32.47
186152162,1710,1,204648,0.35,-0.28,9.99,-0.03,-0.01,-0.01,32.47
186232161,1850,1,204985,0.34,-0.27,9.99,-0.03,-0.01,-0.00,32.47
186312161,1857,1,204950,0.35,-0.27,9.99,-0.03,-0.01,-0.01,32.47
186392161,1689,1,204870,0.31,-0.26,10.02,-0.03,-0.01,-0.01,32.47
186472161,1719,1,205044,0.35,-0.29,10.01,-0.03,-0.01,-0.01,32.47
186552161,1858,1,204983,0.35,-0.29,10.02,-0.03,-0.01,-0.00,32.47
186632161,2118,1,204117,0.35,-0.27,10.02,-0.03,-0.01,-0.00,32.47
186712161,1696,1,204173,0.33,-0.29,9.98,-0.03,-0.01,-0.01,32.47
186792161,1746,1,204458,0.34,-0.29,9.96,-0.03,-0.01,-0.00,32.47
186870161,1799,1,204490,0.34,-0.28,9.98,-0.03,-0.01,-0.01,32.47
186955215,1776,1,204504,0.35,-0.28,9.98,-0.03,-0.01,-0.00,32.61
187031161,2610,1,204778,0.33,-0.28,10.01,-0.03,-0.01,-0.01,32.61
187111161,1793,1,204903,0.33,-0.28,9.97,-0.04,-0.02,-0.00,32.61
187191161,1968,1,204279,0.34,-0.29,9.98,-0.03,-0.01,-0.01,32.61
187271161,2129,1,203677,0.33,-0.30,10.00,-0.03,-0.01,-0.01,32.61
187351160,1701,1,203805,0.33,-0.30,9.98,-0.03,-0.01,-0.00,32.61
187431161,1782,1,204061,0.33,-0.28,10.00,-0.03,-0.01,-0.00,32.61
187511177,1808,1,204064,0.34,-0.28,9.96,-0.03,-0.01,-0.00,32.61
187591161,1791,1,204329,0.32,-0.28,9.98,-0.03,-0.01,-0.01,32.61
187671162,2479,1,204490,0.33,-0.28,9.99,-0.03,-0.01,-0.01,32.61
187751162,1798,1,204617,0.32,-0.29,9.98,-0.03,-0.01,-0.01,32.61
187831161,1975,1,203960,0.32,-0.29,10.01,-0.03,-0.01,-0.01,32.61
187911162,2064,1,203410,0.33,-0.28,10.03,-0.03,-0.01,-0.00,32.61
187994215,1682,1,203542,0.35,-0.29,9.97,-0.03,-0.01,-0.00,32.55
188070161,1843,1,203882,0.32,-0.29,9.96,-0.03,-0.01,-0.01,32.55
188150161,1840,1,203969,0.34,-0.28,9.98,-0.03,-0.01,-0.01,32.55
188230162,1981,1,204184,0.35,-0.29,9.98,-0.03,-0.01,-0.01,32.55
188310161,1882,1,204434,0.34,-0.29,9.99,-0.03,-0.01,-0.01,32.55
188390161,1716,1,204462,0.34,-0.28,10.03,-0.03,-0.01,-0.00,32.55
188470161,2041,1,204532,0.35,-0.27,9.97,-0.03,-0.01,-0.00,32.55
188550161,2416,1,203739,0.35,-0.29,10.01,-0.03,-0.01,-0.01,32.55
188630161,2495,1,203467,0.34,-0.28,9.98,-0.03,-0.01,-0.00,32.55
188710161,2013,1,203791,0.33,-0.29,10.00,-0.03,-0.01,-0.01,32.55
188790161,2055,1,204172,0.33,-0.30,10.00,-0.03,-0.01,-0.00,32.55
188870160,2069,1,204185,0.33,-0.28,10.00,-0.03,-0.01,-0.00,32.55
188950186,1831,1,204339,0.30,-0.26,9.99,-0.03,-0.01,-0.01,32.55
189033215,3525,1,204403,0.34,-0.28,9.99,-0.03,-0.01,-0.00,32.53
189109161,1648,1,204524,0.32,-0.28,9.97,-0.03,-0.01,-0.01,32.53
189189162,1819,1,204229,0.33,-0.26,9.98,-0.03,-0.01,-0.00,32.53
189269161,2039,1,203482,0.33,-0.28,9.99,-0.03,-0.01,-0.00,32.53
189349161,1535,1,203666,0.32,-0.29,10.01,-0.03,-0.01,-0.00,32.53
189429161,1584,1,204019,0.34,-0.27,10.00,-0.03,-0.01,-0.00,32.53
189509161,1616,1,204077,0.34,-0.27,10.00,-0.03,-0.01,-0.01,32.53
189589161,1695,1,204091,0.32,-0.26,10.00,-0.03,-0.01,-0.00,32.53
189669161,1918,1,204291,0.35,-0.29,9.97,-0.03,-0.01,-0.01,32.53
189749161,1595,1,204528,0.34,-0.28,9.97,-0.03,-0.01,-0.01,32.53
189828161,1802,1,204318,0.32,-0.28,9.99,-0.03,-0.01,-0.00,32.53
189908161,2224,1,203378,0.33,-0.28,9.98,-0.03,-0.01,-0.01,32.53
189988162,1780,1,203464,0.32,-0.28,9.99,-0.03,-0.01,-0.01,32.53
190073215,1808,1,203749,0.33,-0.28,9.97,-0.03,-0.01,-0.01,32.47
190147162,1790,1,203840,0.33,-0.28,9.99,-0.03,-0.01,-0.00,32.47
190227161,1871,1,203934,0.34,-0.27,9.99,-0.03,-0.01,-0.01,32.47
190307161,1856,1,204177,0.33,-0.28,9.98,-0.03,-0.01,-0.01,32.47
190387181,3491,1,204413,0.31,-0.26,9.98,-0.03,-0.01,-0.01,32.47
190467161,1763,1,204614,0.34,-0.30,9.96,-0.03,-0.01,-0.01,32.47
190547161,1953,1,204080,0.31,-0.28,9.97,-0.03,-0.01,-0.00,32.47
190627161,2135,1,203470,0.32,-0.28,10.01,-0.03,-0.01,-0.01,32.47
190707162,1735,1,203759,0.32,-0.29,10.00,-0.03,-0.01,-0.00,32.47
190787161,1811,1,204151,0.34,-0.27,9.98,-0.03,-0.01,-0.01,32.47
190867161,1785,1,204272,0.34,-0.27,9.99,-0.03,-0.01,-0.00,32.47
190947161,2021,1,204460,0.35,-0.30,9.97,-0.03,-0.01,-0.00,32.47
191027160,1856,1,204631,0.34,-0.28,10.00,-0.03,-0.01,-0.01,32.47
191112215,1805,1,204646,0.33,-0.28,9.97,-0.03,-0.01,-0.01,32.41
191186161,1908,1,204622,0.32,-0.29,9.97,-0.03,-0.01,-0.01,32.41
191266161,2245,1,203544,0.33,-0.27,9.97,-0.03,-0.01,-0.01,32.41
191346162,1936,1,203599,0.34,-0.28,10.01,-0.03,-0.01,-0.01,32.41
191426161,1776,1,203964,0.34,-0.29,10.00,-0.03,-0.01,-0.01,32.41
191506161,1845,1,204124,0.32,-0.28,9.98,-0.03,-0.01,-0.01,32.41
191586161,2031,1,204189,0.34,-0.27,10.00,-0.03,-0.01,-0.01,32.41
191666161,1886,1,204367,0.33,-0.28,10.00,-0.03,-0.01,-0.01,32.41
