pat_mean_ms,pat_std_ms,heart_rate_bpm,sdnn,rmssd,ppg_amplitude,pulse_width_ms,accel_motion,gyro_motion,temperature
146.66683333333347,30.041743194077167,98.9010989010989,70.87409233437998,115.25130034928027,2270.2477073864666,212.33333333333331,9.969768007382738,0.037516658156807124,34.58208053691276
131.5272857142858,18.225266650718588,92.78352906791987,81.79158541836685,132.9207132188207,2096.241579560192,226.33327499999996,9.971152968902706,0.03720591456728905,34.603825503355715
131.42871428571416,17.976426164080927,94.99686352022276,30.367783003703142,35.53125407651672,2133.4560624073774,221.05993,9.96817167588841,0.037268063285192665,34.65604026845638
134.91299999999984,19.175768328805024,100.00007142862245,0.7546120776630765,1.221902205579514,2041.272704094983,209.99985,9.96927302793572,0.03757880687471075,34.68248322147652
133.16633333333348,18.62295200969927,98.13081819373406,35.395926895273355,54.909377107497505,2467.280868154359,214.00005000000002,9.971393812716109,0.037143765849385425,34.691342281879194
186.33333333333306,37.95025984393455,84.01676974724151,94.05318299380015,144.08704781716642,2665.1072772725724,249.9501000000001,9.971000241142434,0.036770873541963726,34.675637583892616
199.9999999999993,39.99999999999915,94.59455198443605,25.337300160604716,35.97655265122916,2663.4942095262354,222.00009999999997,9.971135245705456,0.037703104310517974,34.6575167785235
132.77033333333085,19.266508078931512,102.54210421524951,19.399982300248446,33.615992295331246,1875.6101990453535,204.79392500000006,9.968714584500937,0.038386740207457755,34.713624161073824
129.57674999999824,17.578272773155764,99.97612474925647,1.2244727978419838,2.5038692391318893,2249.161679042786,210.05014999999963,9.969426370631652,0.03807599661793967,34.760604026845634
135.99919999999912,19.596571357253264,101.28291694800797,16.218409687758346,20.550329729715155,2591.22735585566,207.34000000000026,9.96977588892287,0.03801384790003605,34.77295302013423
133.44499999999826,18.778793624723495,101.60893515106034,17.613510714434597,33.48132829404107,3078.5845731292247,206.67473750000082,9.970592288470339,0.03788955046422882,34.69026845637585
