pat_mean_ms,pat_std_ms,heart_rate_bpm,sdnn,rmssd,ppg_amplitude,pulse_width_ms,accel_motion,gyro_motion,temperature
169.73649999999975,43.1977351750067,82.2203326771694,99.2228038066349,181.6217738763715,5187.07056089635,255.41127500000002,9.969071647553045,0.03714376584938543,34.19281879194631
133.34599999999952,18.8691444603785,109.09076033078142,16.76043752971518,21.97308006023,3588.731622662617,192.50026249999988,9.967018392417332,0.0366465761061565,34.183825503355706
124.91549999999974,24.06458216965354,105.63369123201632,15.503766982253493,19.506421192777978,4218.37099951307,198.80020999999996,9.969348846765723,0.037268063285192665,34.259798657718115
142.14700000000016,27.508147564757444,107.07911957168356,0.38800200457644074,0.6452621172812496,2980.778974779393,196.1166666666666,9.97005733102655,0.03745450943890351,34.171476510067116
139.99933333333323,20.000666844437593,102.63456075144929,19.681787018459147,20.507281231309417,4020.962838122383,204.6094399999998,9.968862650379583,0.03695731969567458,34.15617449664429
127.99719999999866,16.001400018747326,78.9683573791983,83.33355634316827,161.25014735187202,4073.628565869152,265.9292999999995,9.96793439926841,0.037392360720999884,34.2038255033557
129.74899999999855,17.470146107000907,107.18079148727261,25.934091897731317,35.802995758037994,3335.150304235769,195.93063000000038,9.969344514072983,0.03739236072099989,34.152147651006715
126.6665000000001,14.907195608722478,93.71280772943231,0.4307626956908197,0.8096528062470146,3955.1919475411128,224.08890000000014,9.96860233969608,0.03733021200309628,34.16597315436241
130.03825000000012,17.29871549241651,97.22219971708343,19.807599847389735,27.664598780153728,3494.250850528852,216.00004999999993,9.969921183138199,0.0373923607209999,34.21469798657718
125.7531428571436,13.981659480790121,87.51898067893467,89.32807494664468,69.41791303042771,6218.263371828349,239.94795000000022,9.969419310972306,0.03788955046422882,34.19187919463087
130.18099999999856,17.21764137447438,92.56410913061606,76.92487959457529,128.45958188667535,2544.7010920015946,226.86979000000053,9.969689328866252,0.03782740174632521,34.20664429530202
