timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
2448947,2086.0,1,205400,237881,-1.05,-0.725,9.839999999999996,-0.03,-0.01,-0.01,31.529999999999998,0.030466,15.084065009047368,-134.12777851059997,9.92238504594535,0.033166247903554,0.10530029292622811,-0.33556018380134844
2489208,2140.0,1,204937,236211,-1.08,-0.75,9.9,-0.03,-0.01,-0.01,31.529999999999998,0.070727,75.5767259156773,-689.0706160483584,9.986936467205547,0.033166247903554,0.4791773072606938,-1.7605880790367818
2529199,1936.0,1,204296,234792,-1.08,-0.75,9.9,-0.03,-0.01,-0.0,31.529999999999998,0.110718,-69.84304509233736,-1103.8490347019379,9.986936467205547,0.03162277660168379,-0.4195946924302541,-2.8256902426137196
2569200,1853.0,1,203925,234516,-1.1,-0.76,9.88,-0.03,-0.01,-0.0,31.529999999999998,0.150719,-183.6883911430639,-1285.513322667567,9.970055165343872,0.03162277660168379,-1.1232198502492698,-3.2921827539284374
2609199,1855.0,1,204062,235077,-1.1,-0.76,9.9,-0.03,-0.01,-0.0,31.529999999999998,0.190718,-117.63250236328017,-1221.0160983775168,9.989874874091267,0.03162277660168379,-0.7149591107470944,-3.1265614726693123
2649199,1818.0,1,204246,235593,-1.11,-0.74,9.89,-0.03,-0.01,-0.01,31.529999999999998,0.230718,-151.0414104835639,-981.5040610042521,9.97956912897546,0.033166247903554,-0.9214440402076398,-2.5115227490127503
2689199,1961.0,1,204389,236069,-1.08,-0.74,9.84,-0.03,-0.01,-0.01,31.529999999999998,0.270718,-28.25468467057068,-684.5779120558238,9.926711439343848,0.033166247903554,-0.162556370879885,-1.7490513439330304
2729200,1991.0,1,204672,236392,-1.03,-0.75,9.839999999999996,-0.03,-0.01,-0.0,31.529999999999998,0.310719,130.39407230942513,-430.1875433290282,9.922146945092072,0.03162277660168379,0.8179778410157958,-1.095806816400506
2769199,1761.0,1,204757,236340,-1.08,-0.74,9.88,-0.03,-0.01,-0.01,31.529999999999998,0.350718,-274.49839617588214,-249.3084590076817,9.966363429054754,0.033166247903554,-1.6844742742491041,-0.6313306156332099
2809199,1535.0,1,204779,236642,-1.07,-0.73,9.87,-0.03,-0.01,-0.0,31.529999999999998,0.390718,-223.07439744775633,-100.86276404621402,9.954632087626342,0.03162277660168379,-1.3666464448651954,-0.2501395416366772
2849199,2301.5,1,204910,236893,-1.09,-0.73,9.91,-0.03,-0.01,-0.01,31.529999999999998,0.430718,253.73039714051137,78.43222869582343,9.996454371425902,0.033166247903554,1.5802623263686042,0.21026889838765891
2889200,1629.0,1,205038,237115,-1.08,-0.74,9.86,-0.03,-0.01,-0.0,31.529999999999998,0.470719,-97.86062923762229,304.8327600139083,9.946537085840477,0.03162277660168379,-0.5927583548003404,0.7916388175956759
2929199,1685.0,1,205134,237433,-1.08,-0.73,9.89,-0.03,-0.01,-0.0,31.529999999999998,0.510718,-298.0227603427205,511.4356261904724,9.975540085629449,0.03162277660168379,-1.8298674328074553,1.3221706627195715
2969216,1781.0,1,205178,237607,-1.08,-0.76,9.87,-0.03,-0.01,-0.0,31.529999999999998,0.550735,7.176873832009025,579.7900672555154,9.957956617700239,0.03162277660168379,0.05642962027378878,1.4976968226986793
3009200,1926.0,1,205149,236728,-1.08,-0.74,9.91,-0.03,-0.01,-0.0,31.529999999999998,0.590719,52.56569829951785,425.5838337742961,9.99610424115315,0.03162277660168379,0.33695684327454567,1.1017133637447216
3049199,2039.0,1,204593,234750,-1.09,-0.74,9.87,-0.03,-0.01,-0.01,31.529999999999998,0.630718,196.8665228831221,77.59010170131344,9.957539856812021,0.033166247903554,1.2288131553086963,0.20810641537619767
3089199,1990.0,1,204004,233394,-1.08,-0.75,9.88,-0.03,-0.01,-0.0,31.529999999999998,0.670718,207.28906723378836,-316.27377661210954,9.967110915405728,0.03162277660168379,1.293230056552473,-0.8032896700522467
3129200,1838.0,1,203638,233052,-1.11,-0.76,9.9,-0.03,-0.01,-0.0,31.529999999999998,0.710719,-38.33365225301218,-570.1867749318344,9.990980932821362,0.03162277660168379,-0.22484978384635107,-1.4553083665614281
3169200,1739.0,1,203733,233469,-1.07,-0.76,9.88,-0.03,-0.01,-0.0,31.529999999999998,0.750719,-14.15879765076472,-571.967676835217,9.966789854311166,0.03162277660168379,-0.0754362463164208,-1.4598815130538818
3209199,1744.0,1,203948,234133,-1.1,-0.74,9.89,-0.03,-0.01,-0.0,31.529999999999998,0.790718,-102.39774783237223,-342.0384083689484,9.978461805308472,0.03162277660168379,-0.6208001755512041,-0.8694502121485594
3249200,1733.0,1,204211,234757,-1.08,-0.74,9.89,-0.03,-0.01,-0.01,31.529999999999998,0.830719,-69.42409271625613,-1.9769227040073407,9.976276860632929,0.033166247903554,-0.41700534256251803,0.0037876609950387476
3289199,1923.0,1,204378,235232,-1.08,-0.74,9.86,-0.03,-0.01,-0.01,31.529999999999998,0.870718,170.93211355107982,313.3979967543286,9.946537085840477,0.033166247903554,1.0685246280019207,0.8136333374971312
3329199,1777.0,1,204488,235278,-1.08,-0.73,9.88,-0.03,-0.01,-0.0,31.529999999999998,0.910718,-125.72509149677643,532.7594399628975,9.96562592113511,0.03162277660168379,-0.7649756419778361,1.3769277068744907
3369199,1669.0,1,204614,235438,-1.08,-0.74,9.87,-0.03,-0.01,-0.01,31.529999999999998,0.950718,14.926178750974705,669.2697111276727,9.956450170618039,0.033166247903554,0.10432447136559679,1.7274700172484343
3409199,2301.5,1,204801,235959,-1.11,-0.75,9.920000000000002,-0.03,-0.01,-0.0,31.529999999999998,0.990718,335.74424594719665,786.5703403502292,10.01004495494401,0.03162277660168379,2.087151798022861,2.0286842279092547
3449200,1393.5,1,204921,236066,-1.07,-0.75,9.839999999999996,-0.03,-0.01,-0.0,31.529999999999998,1.030719,-250.23843674593007,938.2000972062733,9.926378997398796,0.03162277660168379,-1.534534743343932,2.41805159811687
3489885,1557.0,1,204787,236086,-1.08,-0.75,9.91,-0.03,-0.01,-0.0,31.529999999999998,1.071404,-369.97979694119647,1113.613732048116,9.996849503718659,0.03162277660168379,-2.274600423563455,2.8684931678528884
3528200,1661.0,1,204809,236392,-1.07,-0.74,9.9,-0.03,-0.01,-0.0,31.529999999999998,1.109719,-70.00113517762621,1222.149164104155,9.985113920231456,0.03162277660168379,-0.4205717737521504,3.1471993837715004
3568199,1758.0,1,204939,236668,-1.09,-0.75,9.89,-0.03,-0.01,-0.01,31.529999999999998,1.149718,-76.61579618877377,1136.94064831035,9.978111043679561,0.033166247903554,-0.46145391833989824,2.9283939434552817
3608199,1947.0,1,204860,234744,-1.08,-0.74,9.87,-0.03,-0.01,-0.0,31.529999999999998,1.189718,122.34106948449654,785.0031349531204,9.956450170618039,0.03162277660168379,0.7682059743548382,2.0246598288948396
3648199,2023.0,1,203775,231481,-1.07,-0.74,9.9,-0.03,-0.01,-0.01,31.529999999999998,1.229718,235.57817861710697,219.93236721621918,9.985113920231456,0.033166247903554,1.4680719025492182,0.573624600870299
3688200,1936.0,1,202953,229929,-1.06,-0.75,9.88,-0.03,-0.01,-0.0,31.529999999999998,1.269719,86.90602125875078,-391.54963308023173,9.96496362261298,0.03162277660168379,0.5491984148446295,-0.9965892102008553
3728200,1765.0,1,202694,230048,-1.06,-0.74,9.89,-0.03,-0.01,-0.0,31.529999999999998,1.309719,-48.53363879348952,-868.9454656904098,9.974131541141816,0.03162277660168379,-0.2878911587313405,-2.2224855233366414
3768199,1797.0,1,202673,229947,-1.07,-0.73,9.88,-0.03,-0.01,-0.01,31.529999999999998,1.349718,-28.32203452420136,-1122.9287001205312,9.96454715478832,0.033166247903554,-0.1629726290145729,-2.87468457791119
3808200,1781.0,1,202307,230185,-1.08,-0.725,9.91,-0.03,-0.01,-0.01,31.529999999999998,1.389719,-70.31861210429837,-1183.0432496353028,9.9950050025,0.033166247903554,-0.42253395104250757,-3.0290516661470708
3848182,1847.0,1,202314,230682,-1.11,-0.75,9.91,-0.03,-0.01,-0.0,31.529999999999998,1.429701,16.578067439869283,-1138.806836191106,10.000134999088763,0.03162277660168379,0.11453402739703088,-2.915457762632893
3888199,2061.0,1,202536,230978,-1.1,-0.76,9.89,-0.03,-0.01,-0.0,31.529999999999998,1.469718,228.25382523569817,-1053.036083994485,9.9799649297981,0.03162277660168379,1.4228034793532476,-2.695208565404188
3928199,1757.0,1,202595,231266,-1.08,-0.76,9.88,-0.03,-0.01,-0.0,31.529999999999998,1.509718,-139.2459635395149,-915.0560333238518,9.967868377943201,0.03162277660168379,-0.8485418662895752,-2.340892034238449
3968199,1684.0,1,202819,232175,-1.1,-0.725,9.88,-0.03,-0.01,-0.01,31.529999999999998,1.549718,-88.83661515078978,-664.3092810726931,9.967448269241231,0.033166247903554,-0.536985118947736,-1.697003884995912
4008199,2301.5,1,203193,233595,-1.1,-0.76,9.9,-0.03,-0.01,-0.01,31.529999999999998,1.589718,338.23971779328417,-265.58953537009876,9.989874874091267,0.033166247903554,2.102575149371399,-0.6731385036020746
4048199,1667.0,1,203647,235061,-1.08,-0.75,9.85,-0.03,-0.01,-0.01,31.529999999999998,1.629718,-83.57277821533839,220.17344068734778,9.93737389857099,0.033166247903554,-0.5044517899806454,0.5742436491720732
4088199,1719.0,1,204068,236367,-1.08,-0.725,9.89,-0.03,-0.01,-0.01,31.529999999999998,1.669718,-243.91736120263883,630.0667377230568,9.975175437053727,0.033166247903554,-1.495467114046618,1.6268013953672673
4128199,1823.0,1,204325,236828,-1.11,-0.75,9.89,-0.03,-0.01,-0.01,31.529999999999998,1.709718,26.990683269475525,779.2489840157975,9.980315626271548,0.033166247903554,0.17888956506785442,2.009883846497333
4168199,1973.0,1,204233,236362,-1.09,-0.74,9.87,-0.03,-0.01,-0.01,31.529999999999998,1.749718,62.65326485597469,582.8716188801533,9.957539856812021,0.033166247903554,0.39930340250178137,1.5056098846010564
4208199,2109.0,1,203686,233935,-1.08,-0.74,9.86,-0.03,-0.01,-0.0,31.529999999999998,1.789718,249.85863669434437,132.09598003994705,9.946537085840477,0.03162277660168379,1.556332775012523,0.34807109611969284
4248199,2078.0,1,203023,232133,-1.07,-0.75,9.88,-0.03,-0.01,-0.0,31.529999999999998,1.829718,211.89012628777266,-342.88136466632807,9.966032309801129,0.03162277660168379,1.321667063556271,-0.8716148247121889
4288199,1857.0,1,202860,232052,-1.09,-0.725,9.9,-0.03,-0.01,-0.01,31.529999999999998,1.869718,-32.66090157775888,-608.376465486058,9.986176695813068,0.033166247903554,-0.1897891491554562,-1.5533749973366653
4328199,1840.0,1,203029,232879,-1.08,-0.76,9.92,-0.03,-0.01,-0.01,31.529999999999998,1.909718,-18.278411673056713,-567.1877290221886,10.007517174604299,0.033166247903554,-0.10089766540066746,-1.4476071696250028
4368199,1834.0,1,203316,233618,-1.1,-0.74,9.89,-0.03,-0.01,-0.0,31.529999999999998,1.949718,-47.085273298409014,-302.4624492141379,9.978461805308472,0.03162277660168379,-0.2789394849439768,-0.7678238067578135
4408199,1833.0,1,203745,234286,-1.06,-0.725,9.89,-0.03,-0.01,-0.0,31.529999999999998,1.989718,-45.13471692145069,-0.2253027023143159,9.973029880633067,0.03162277660168379,-0.26688400278170504,0.00828561501015848
4448199,1946.0,1,203791,234324,-1.06,-0.74,9.85,-0.03,-0.01,-0.01,31.529999999999998,2.029718,95.32877903540947,183.72304529076757,9.9344702928742,0.033166247903554,0.6012555649650405,0.48064332366295476
4488199,1915.0,1,203801,234520,-1.07,-0.74,9.9,-0.03,-0.01,-0.01,31.529999999999998,2.069718,11.223953772784826,215.22693136017187,9.985113920231456,0.033166247903554,0.08144273992090828,0.5615415953775897
4528885,1745.0,1,203827,235062,-1.1,-0.74,9.88,-0.03,-0.01,-0.01,31.529999999999998,2.110404,-78.76565785933722,178.15352642011476,9.968550546594024,0.033166247903554,-0.4747412138659292,0.46634145468319627
4567199,1859.0,1,203997,235491,-1.08,-0.74,9.89,-0.03,-0.01,-0.01,31.529999999999998,2.148718,-50.69563801762887,194.72106277205432,9.976276860632929,0.033166247903554,-0.30125347083333737,0.5088849381915037
4607199,1626.0,1,204137,235915,-1.09,-0.74,9.87,-0.03,-0.01,-0.01,31.529999999999998,2.188718,-195.63684229026333,331.4098383843417,9.957539856812021,0.033166247903554,-1.1970676720161337,0.8598856269783611
4647199,1635.0,1,204245,236264,-1.08,-0.76,9.89,-0.03,-0.01,-0.01,31.529999999999998,2.228718,-251.21714906048177,547.3275560807737,9.977780314278322,0.033166247903554,-1.5405837091618146,1.414336914534712
4687199,1714.0,1,204404,236546,-1.1,-0.74,9.88,-0.03,-0.01,-0.01,31.529999999999998,2.268718,-125.45999005319595,711.6304471569398,9.968550546594024,0.033166247903554,-0.7633371731993737,1.8362474019106934
4727199,1833.0,1,204599,236791,-1.08,-0.74,9.88,-0.03,-0.01,-0.01,31.529999999999998,2.308718,-19.881302660357257,682.1392868971586,9.966363429054754,0.033166247903554,-0.11080438941733028,1.7605175731962406
4767199,1983.0,1,204509,235171,-1.08,-0.74,9.87,-0.03,-0.01,-0.01,31.529999999999998,2.348718,132.41749323520975,402.7823950858963,9.956450170618039,0.033166247903554,0.8304836650800059,1.0431619527081581
4807231,2101.0,1,203715,232942,-1.06,-0.76,9.87,-0.03,-0.01,-0.01,31.529999999999998,2.38875,264.99980738827463,-44.47899340288598,9.955807350486447,0.033166247903554,1.6499133120187028,-0.10535265446501917
