timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1948988,1594.875,1,197044.0,226459,0.15999999999999998,-0.35,9.940000000000001,-0.03,-0.01,-0.0,31.89,0.0305,1.2438053880868443,31.27999425307248,9.94744690862937,0.03162277660168379,0.010296457815763285,0.07350893772665387
1989200,1594.875,1,197144.0,226865,0.15999999999999998,-0.38,9.96,-0.03,-0.01,-0.01,31.89,0.070712,-4.597150357722577,100.28972402310772,9.96853048347649,0.033166247903554,-0.061909703329310346,0.24227478645781853
2029190,1594.875,1,197290.0,227339,0.15999999999999998,-0.36,9.98,-0.03,-0.01,-0.01,31.89,0.110702,-8.824427008694448,265.25617042502614,9.987772524442073,0.033166247903554,-0.11416748995675956,0.6457063378051283
2069193,1594.875,1,197523.0,227965,0.15999999999999998,-0.37,9.98,-0.03,-0.01,-0.0,31.89,0.150705,-16.049679447253723,523.6436958483883,9.988137964605816,0.03162277660168379,-0.20348638991020382,1.2776025961288888
2109190,1594.875,1,197801.0,228564,0.17,-0.36,9.98,-0.03,-0.01,-0.01,31.89,0.190702,-19.449471839728467,752.2094546521222,9.987937725076184,0.033166247903554,-0.24551477841955865,1.8365686202524045
2149216,1594.875,1,198066.0,228970,0.17,-0.37,9.99,-0.03,-0.01,-0.0,31.89,0.230728,-26.57417916765195,785.9172640491995,9.998294854623962,0.03162277660168379,-0.33359073513274196,1.9190023159171017
2189190,1594.875,1,197922.0,226946,0.18,-0.35,9.97,-0.03,-0.01,-0.0,31.89,0.270702,-31.91361277521425,542.254911559504,9.977765280863245,0.03162277660168379,-0.39959705674674667,1.3231170130940317
2229193,1594.875,1,197044.0,224539,0.17,-0.36,9.98,-0.03,-0.01,-0.01,31.89,0.310705,-35.36568280451205,94.76764775502792,9.987937725076184,0.033166247903554,-0.4422717037851851,0.2287703445299012
2269190,1594.875,1,196666.0,224026,0.17,-0.38,9.99,-0.03,-0.01,-0.0,31.89,0.350702,-46.640938845954736,-363.59392891108706,9.998669911543235,0.03162277660168379,-0.5816569328659705,-0.8921698586789569
2309193,1595.0,1,196686.0,224070,0.18,-0.35,9.97,-0.03,-0.01,-0.0,31.89,0.390705,-43.41069429888112,-637.3695198621226,9.977765280863245,0.03162277660168379,-0.5417245025490086,-1.561698200880783
