timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1918491,2027,1,199310,241927,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1948962,1919,1,199225,242129,-0.77,-0.17,9.66,-0.04,-0.00,-0.01,34.33
1989219,1836,1,199265,242276,-0.82,-0.15,9.93,-0.04,-0.00,-0.01,34.33
2029209,1637,1,199359,242297,-0.79,-0.17,9.93,-0.04,-0.01,-0.00,34.33
2069210,1649,1,199419,242376,-0.79,-0.15,9.92,-0.04,-0.01,-0.01,34.33
2109239,1610,1,199362,242616,-0.80,-0.16,9.94,-0.03,-0.00,-0.01,34.33
2149210,1632,1,199459,242689,-0.81,-0.14,9.92,-0.04,-0.00,-0.01,34.33
2189209,1725,1,199512,242326,-0.82,-0.15,9.96,-0.04,-0.01,-0.01,34.33
2229211,1727,1,199195,241741,-0.78,-0.16,9.94,-0.04,-0.01,-0.01,34.33
2269209,1406,1,199133,241525,-0.79,-0.14,9.97,-0.04,-0.01,-0.00,34.33
2309244,1158,1,199178,241549,-0.80,-0.15,9.94,-0.04,-0.00,-0.01,34.33
2349209,1150,1,199225,241645,-0.79,-0.16,9.94,-0.04,-0.00,-0.00,34.33
2389211,1122,1,199168,241899,-0.79,-0.15,9.94,-0.04,-0.01,-0.01,34.33
2429209,1168,1,199294,242115,-0.79,-0.15,9.95,-0.04,-0.01,-0.01,34.33
2469211,1154,1,199401,242198,-0.78,-0.14,9.96,-0.04,-0.00,-0.01,34.33
2509209,1225,1,199374,242278,-0.79,-0.16,9.94,-0.04,-0.01,-0.00,34.33
2549210,1409,1,199415,242452,-0.78,-0.14,9.94,-0.03,-0.00,-0.01,34.33
2589209,1251,1,199438,242668,-0.79,-0.15,9.94,-0.04,-0.00,-0.00,34.33
2629210,1231,1,199639,242796,-0.81,-0.17,9.95,-0.04,-0.01,-0.01,34.33
2669209,1349,1,199645,243016,-0.81,-0.15,9.93,-0.04,-0.01,-0.01,34.33
2709211,1356,1,199760,243117,-0.80,-0.16,9.94,-0.03,-0.00,-0.01,34.33
2749209,1473,1,199721,243510,-0.81,-0.15,9.93,-0.03,-0.00,-0.01,34.33
2789210,1611,1,199886,243555,-0.80,-0.14,9.93,-0.04,-0.01,-0.01,34.33
2829209,1902,1,199848,243659,-0.80,-0.17,9.93,-0.04,-0.01,-0.01,34.33
2869210,2055,1,199830,243150,-0.81,-0.13,9.94,-0.04,-0.01,-0.00,34.33
2909209,1922,1,199757,242895,-0.80,-0.16,9.94,-0.04,-0.01,-0.01,34.33
