timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
2418488,1648,1,200630,235444,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2448969,1535,1,200341,232478,0.33,-0.44,9.72,-0.03,-0.01,-0.00,33.07
2489200,1711,1,199290,230616,0.33,-0.47,9.94,-0.03,-0.01,-0.00,33.07
2529190,1776,1,199045,230303,0.33,-0.45,9.96,-0.03,-0.01,-0.00,33.07
2569194,1797,1,199083,230736,0.31,-0.45,9.99,-0.03,-0.01,-0.00,33.07
2609190,1818,1,199324,231430,0.33,-0.44,9.95,-0.03,-0.02,-0.00,33.07
2649204,1862,1,199790,232477,0.31,-0.47,9.97,-0.03,-0.01,-0.00,33.07
2689190,1887,1,200052,232871,0.33,-0.46,9.99,-0.03,-0.01,-0.00,33.07
2729193,1882,1,199952,232637,0.32,-0.46,9.98,-0.03,-0.01,-0.01,33.07
2769193,1868,1,199837,232392,0.31,-0.45,9.97,-0.03,-0.01,-0.00,33.07
2809193,1882,1,199825,232358,0.35,-0.46,9.96,-0.03,-0.01,-0.00,33.07
2849189,1869,1,199822,232760,0.32,-0.46,9.97,-0.03,-0.01,-0.00,33.07
2888193,1842,1,200017,233285,0.30,-0.46,9.96,-0.03,-0.01,-0.00,33.07
2928189,1847,1,200306,233624,0.32,-0.47,9.96,-0.03,-0.01,-0.00,33.07
2968193,1873,1,200473,234348,0.33,-0.45,9.96,-0.03,-0.01,-0.00,33.07
3008189,1910,1,200917,235028,0.32,-0.46,9.96,-0.03,-0.02,-0.00,33.07
3048193,1902,1,200830,232693,0.32,-0.46,9.98,-0.03,-0.02,-0.00,33.07
3088189,1886,1,200179,231356,0.32,-0.46,9.96,-0.03,-0.01,-0.01,33.07
3128193,1863,1,200005,231143,0.30,-0.45,9.96,-0.03,-0.01,-0.00,33.07
3168189,1843,1,200095,231401,0.32,-0.45,9.97,-0.03,-0.01,-0.00,33.07
3208193,1840,1,200404,231971,0.34,-0.47,9.97,-0.03,-0.01,-0.00,33.07
3248189,1803,1,200568,232686,0.32,-0.46,9.96,-0.03,-0.01,-0.00,33.07
3288193,1794,1,200637,233047,0.34,-0.47,9.97,-0.03,-0.01,-0.00,33.07
3328189,1789,1,200519,233098,0.33,-0.46,9.99,-0.03,-0.01,-0.00,33.07
3368193,1793,1,200369,233014,0.32,-0.46,9.97,-0.03,-0.01,-0.00,33.07
3408189,1759,1,200434,233247,0.32,-0.45,9.95,-0.03,-0.01,-0.00,33.07
3448194,1802,1,200466,233675,0.33,-0.44,9.98,-0.03,-0.01,-0.00,33.07
3488876,1838,1,200544,233963,0.34,-0.47,9.97,-0.03,-0.01,-0.00,32.91
3529193,1870,1,200663,234440,0.33,-0.45,9.98,-0.03,-0.01,-0.00,32.91
3569190,1929,1,200904,234960,0.31,-0.45,9.98,-0.03,-0.01,-0.00,32.91
3609193,1915,1,201218,235026,0.31,-0.46,9.98,-0.03,-0.01,-0.00,32.91
3649190,2007,1,201062,232728,0.33,-0.46,9.97,-0.03,-0.02,-0.00,32.91
3689193,1933,1,200811,231755,0.34,-0.45,9.98,-0.03,-0.02,-0.00,32.91
3729190,1936,1,200711,231463,0.34,-0.45,9.96,-0.03,-0.01,-0.01,32.91
3769194,2032,1,200544,231460,0.31,-0.44,9.96,-0.03,-0.00,-0.01,32.91
3807190,1957,1,200267,231498,0.31,-0.47,9.97,-0.03,-0.00,-0.00,32.91
3847193,2019,1,200171,231776,0.31,-0.47,9.99,-0.03,-0.01,-0.00,32.91
3888190,1903,1,200139,231789,0.30,-0.45,9.97,-0.03,-0.01,-0.00,32.91
3928193,2091,1,200218,231701,0.31,-0.45,9.98,-0.03,-0.01,-0.00,32.91
3968190,1973,1,200253,231748,0.32,-0.47,9.96,-0.03,-0.01,-0.01,32.91
4008193,1898,1,200425,232023,0.32,-0.45,9.93,-0.03,-0.01,-0.00,32.91
4048190,1894,1,200703,232453,0.35,-0.45,9.97,-0.03,-0.02,-0.01,32.91
4088223,1834,1,201000,233028,0.31,-0.46,9.97,-0.03,-0.01,-0.00,32.91
4128190,1871,1,201222,233573,0.32,-0.46,9.96,-0.03,-0.01,-0.01,32.91
4168193,1871,1,201490,234158,0.32,-0.47,9.97,-0.03,-0.01,-0.00,32.91
4208190,1857,1,201851,234611,0.30,-0.44,9.98,-0.03,-0.01,-0.00,32.91
4248193,1904,1,201891,233342,0.33,-0.45,9.98,-0.03,-0.01,-0.01,32.91
4288225,1887,1,201185,231822,0.32,-0.47,9.97,-0.03,-0.01,-0.00,32.91
4328193,1842,1,200864,231143,0.33,-0.45,9.99,-0.03,-0.01,-0.01,32.91
4368190,1870,1,200822,231271,0.32,-0.44,9.98,-0.03,-0.01,-0.00,32.91
4408193,1855,1,200857,231776,0.32,-0.46,9.98,-0.03,-0.01,-0.00,32.91
4448190,1863,1,201051,232450,0.34,-0.47,9.98,-0.03,-0.01,-0.01,32.91
4488193,1857,1,201306,232983,0.32,-0.45,9.97,-0.03,-0.01,-0.00,32.91
4528876,1847,1,201332,233066,0.33,-0.45,9.97,-0.03,-0.01,-0.00,32.75
4567193,1860,1,201484,233409,0.33,-0.47,9.96,-0.03,-0.01,-0.00,32.75
4607190,1845,1,201519,233780,0.32,-0.47,9.96,-0.03,-0.01,-0.00,32.75
4647193,1867,1,201606,234243,0.34,-0.44,9.97,-0.03,-0.01,-0.00,32.75
4687190,1861,1,201577,234712,0.32,-0.46,9.99,-0.03,-0.01,-0.01,32.75
4727193,1840,1,201735,235181,0.33,-0.47,9.98,-0.03,-0.01,-0.00,32.75
4767190,1838,1,201999,235754,0.34,-0.46,9.97,-0.03,-0.01,-0.00,32.75
4807193,1827,1,202107,236355,0.33,-0.46,9.98,-0.03,-0.01,-0.01,32.75
4847190,1821,1,202120,235263,0.35,-0.44,9.97,-0.03,-0.01,-0.01,32.75
4887193,1808,1,201191,233156,0.31,-0.47,9.98,-0.03,-0.01,-0.00,32.75
4928190,1775,1,201098,232872,0.30,-0.45,9.97,-0.03,-0.01,-0.00,32.75
4968193,1808,1,201036,232818,0.29,-0.45,9.97,-0.03,-0.01,-0.00,32.75
5008190,1791,1,201152,233049,0.34,-0.47,9.99,-0.03,-0.01,-0.00,32.75
5047193,1753,1,201220,233574,0.30,-0.47,9.97,-0.03,-0.01,-0.00,32.75
5087189,1763,1,201435,234053,0.35,-0.46,9.97,-0.03,-0.01,-0.00,32.75
5127194,1779,1,201497,234175,0.32,-0.46,9.97,-0.03,-0.01,-0.00,32.75
5167190,1776,1,201746,234230,0.35,-0.45,9.99,-0.03,-0.01,-0.00,32.75
5207193,1789,1,201773,234545,0.32,-0.46,9.98,-0.03,-0.01,-0.00,32.75
5247190,1807,1,201781,234681,0.36,-0.45,9.97,-0.03,-0.01,-0.00,32.75
5287193,1863,1,201876,234883,0.33,-0.47,9.97,-0.03,-0.01,-0.00,32.75
5327190,1867,1,201912,235239,0.33,-0.47,9.98,-0.03,-0.01,-0.01,32.75
5367194,1872,1,201952,235443,0.33,-0.46,9.95,-0.03,-0.01,-0.00,32.75
5407190,1841,1,202088,235844,0.33,-0.46,9.96,-0.03,-0.01,-0.00,32.75
5447194,1822,1,202052,234809,0.34,-0.44,9.97,-0.03,-0.01,-0.00,32.75
5487190,1829,1,201565,233599,0.35,-0.44,9.94,-0.03,-0.01,-0.00,32.75
5527193,1792,1,201330,233173,0.33,-0.45,9.98,-0.03,-0.01,-0.00,32.75
5567877,1755,1,201316,233110,0.33,-0.46,9.99,-0.03,-0.01,-0.00,32.59
5608193,1747,1,201302,233274,0.31,-0.45,9.95,-0.03,-0.01,-0.01,32.59
5648190,1738,1,201366,233785,0.34,-0.44,9.99,-0.03,-0.01,-0.00,32.59
5688193,1714,1,201469,234154,0.33,-0.47,9.98,-0.03,-0.01,-0.00,32.59
5728199,1741,1,201456,234152,0.33,-0.45,9.96,-0.03,-0.01,-0.00,32.59
5768193,1732,1,201550,234358,0.31,-0.45,9.98,-0.03,-0.01,-0.01,32.59
5808190,1743,1,201631,234536,0.32,-0.44,9.97,-0.03,-0.01,-0.00,32.59
5848193,1733,1,201620,234658,0.32,-0.45,9.97,-0.03,-0.01,-0.00,32.59
5888190,1734,1,201819,234909,0.31,-0.46,9.97,-0.03,-0.01,-0.00,32.59
5926212,1769,1,201797,235074,0.34,-0.45,9.97,-0.03,-0.01,-0.00,32.59
5966190,1774,1,201983,235355,0.32,-0.44,9.99,-0.03,-0.01,-0.00,32.59
6006204,1776,1,202066,235648,0.33,-0.45,9.97,-0.03,-0.01,-0.01,32.59
6046190,1794,1,202154,234934,0.32,-0.46,9.97,-0.03,-0.01,-0.00,32.59
6086193,1821,1,201733,233726,0.35,-0.43,9.97,-0.03,-0.01,-0.00,32.59
6126190,1847,1,201521,233144,0.33,-0.46,9.96,-0.03,-0.01,-0.00,32.59
6166193,1822,1,201486,233135,0.33,-0.44,9.96,-0.03,-0.01,-0.00,32.59
6206190,1827,1,201413,233228,0.33,-0.45,9.99,-0.03,-0.01,-0.00,32.59
6246193,1836,1,201538,233635,0.32,-0.45,9.99,-0.03,-0.01,-0.01,32.59
6286190,1821,1,201612,233985,0.34,-0.46,9.97,-0.03,-0.01,-0.00,32.59
6326193,1816,1,201667,234116,0.33,-0.46,9.97,-0.03,-0.01,-0.00,32.59
6366190,1806,1,201752,234391,0.32,-0.46,9.96,-0.03,-0.01,-0.00,32.59
6406193,1819,1,201711,234440,0.34,-0.45,9.98,-0.03,-0.01,-0.00,32.59
