timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1919492,731,1,214002,249552,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1949963,549,1,214753,251518,1.30,0.12,9.66,-0.04,-0.03,-0.00,32.95
1990182,656,1,215815,253346,1.37,0.14,9.86,-0.04,-0.04,-0.00,32.95
2030174,853,1,216460,254403,1.36,0.12,9.89,-0.04,-0.02,-0.00,32.95
2070177,1039,1,216811,255023,1.37,0.13,9.92,-0.04,-0.02,-0.00,32.95
2110174,1293,1,217099,255633,1.36,0.11,9.90,-0.03,-0.02,-0.00,32.95
2150177,1452,1,217329,256144,1.37,0.13,9.90,-0.04,-0.02,-0.01,32.95
2190178,1659,1,217571,256774,1.38,0.10,9.90,-0.04,-0.01,-0.00,32.95
2230177,1829,1,217840,257253,1.37,0.12,9.90,-0.04,-0.01,-0.01,32.95
2270174,1947,1,217987,257622,1.39,0.13,9.93,-0.03,-0.01,-0.01,32.95
2310177,2059,1,218136,257907,1.36,0.12,9.90,-0.04,-0.01,-0.01,32.95
2350174,2159,1,218139,258087,1.38,0.13,9.92,-0.03,-0.01,-0.00,32.95
2390201,2221,1,218199,258091,1.38,0.14,9.92,-0.03,-0.01,-0.00,32.95
2430174,2313,1,218185,257899,1.37,0.13,9.93,-0.03,-0.01,-0.00,32.95
2470177,2295,1,217860,256566,1.39,0.11,9.93,-0.03,-0.01,-0.00,32.95
2510174,2332,1,217445,255692,1.36,0.13,9.91,-0.03,-0.01,-0.00,32.95
2550177,2295,1,217279,255596,1.37,0.11,9.92,-0.03,-0.01,-0.00,32.95
2590174,2323,1,217222,255698,1.37,0.11,9.88,-0.03,-0.01,-0.00,32.95
2630177,2262,1,217167,255744,1.37,0.11,9.93,-0.03,-0.01,-0.00,32.95
2670174,2253,1,217077,255984,1.39,0.12,9.87,-0.03,-0.01,-0.00,32.95
2710177,2174,1,217154,256133,1.40,0.12,9.91,-0.03,-0.01,-0.00,32.95
2750174,2096,1,217173,256157,1.38,0.11,9.91,-0.03,-0.01,-0.00,32.95
2790177,2145,1,217229,256149,1.36,0.11,9.92,-0.03,-0.01,-0.00,32.95
2830175,2240,1,217296,256255,1.37,0.13,9.91,-0.03,-0.01,-0.00,32.95
2870177,2261,1,217264,256312,1.37,0.11,9.90,-0.03,-0.01,-0.00,32.95
2910174,2249,1,217151,256459,1.37,0.12,9.91,-0.03,-0.01,-0.00,32.95
2950177,2201,1,217170,256636,1.40,0.11,9.91,-0.03,-0.01,-0.01,32.95
2990861,2160,1,217293,256755,1.37,0.12,9.90,-0.03,-0.01,-0.00,32.69
3029177,2176,1,217326,256870,1.36,0.12,9.91,-0.03,-0.01,-0.00,32.69
3069174,2192,1,217239,256897,1.36,0.11,9.88,-0.03,-0.01,-0.00,32.69
3109177,2096,1,217252,257032,1.38,0.14,9.90,-0.03,-0.01,-0.00,32.69
3149174,2015,1,217078,256765,1.37,0.10,9.90,-0.03,-0.01,-0.00,32.69
3189177,1895,1,216626,255542,1.39,0.12,9.90,-0.03,-0.01,-0.00,32.69
3229174,1679,1,216114,254570,1.36,0.12,9.91,-0.03,-0.01,-0.00,32.69
3269177,1632,1,216287,254222,1.37,0.11,9.89,-0.03,-0.01,-0.00,32.69
3309174,1889,1,216232,254272,1.38,0.13,9.88,-0.03,-0.01,-0.00,32.69
3349177,2016,1,216142,254307,1.36,0.12,9.94,-0.03,-0.01,-0.01,32.69
3389177,1895,1,216010,254595,1.38,0.13,9.92,-0.03,-0.01,-0.01,32.69
3429177,1792,1,216240,254747,1.38,0.15,9.92,-0.03,-0.01,-0.00,32.69
3469174,1919,1,216481,254765,1.37,0.13,9.93,-0.03,-0.01,-0.01,32.69
3509177,2113,1,216461,254727,1.37,0.13,9.95,-0.03,-0.01,-0.00,32.69
3549174,2221,1,216483,254859,1.37,0.14,9.93,-0.03,-0.01,-0.00,32.69
3589177,2155,1,216430,255038,1.38,0.12,9.93,-0.03,-0.01,-0.00,32.69
