timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1918492,1023,1,200646,241237,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1948964,535,1,200644,241181,1.21,-0.76,9.63,-0.03,-0.01,-0.00,35.19
1989204,343,1,200548,241056,1.25,-0.76,9.90,-0.03,-0.01,-0.00,35.19
2029193,294,1,200416,241008,1.25,-0.75,9.91,-0.03,-0.01,-0.00,35.19
2069197,400,1,200330,240965,1.25,-0.74,9.89,-0.03,-0.01,-0.00,35.19
2109198,573,1,200212,240549,1.24,-0.76,9.90,-0.03,-0.01,-0.00,35.19
2149197,757,1,199770,238927,1.25,-0.76,9.93,-0.03,-0.01,-0.00,35.19
2189194,958,1,199232,237894,1.25,-0.75,9.89,-0.03,-0.01,-0.00,35.19
2229197,1155,1,199037,237537,1.24,-0.74,9.92,-0.03,-0.01,-0.00,35.19
2269194,1351,1,198954,237591,1.26,-0.79,9.91,-0.03,-0.01,-0.00,35.19
2309197,1484,1,199048,237983,1.24,-0.77,9.92,-0.04,-0.01,-0.00,35.19
2349194,1634,1,199315,238745,1.25,-0.74,9.90,-0.03,-0.01,-0.00,35.19
2389197,1815,1,199655,239256,1.22,-0.75,9.93,-0.03,-0.01,-0.00,35.19
2429194,1915,1,199824,239321,1.22,-0.75,9.93,-0.04,-0.01,-0.01,35.19
2469197,2033,1,199782,239213,1.25,-0.75,9.92,-0.03,-0.01,-0.00,35.19
2509194,2100,1,199770,239215,1.25,-0.75,9.92,-0.03,-0.01,-0.00,35.19
2549197,2174,1,199755,239160,1.24,-0.76,9.91,-0.03,-0.01,-0.00,35.19
2589194,2218,1,199728,239239,1.23,-0.75,9.90,-0.03,-0.01,-0.00,35.19
2629197,2235,1,199711,239271,1.25,-0.74,9.92,-0.03,-0.01,-0.00,35.19
2669194,2269,1,199582,239182,1.25,-0.75,9.90,-0.03,-0.01,-0.00,35.19
2709197,2283,1,199552,239239,1.24,-0.73,9.90,-0.03,-0.01,-0.00,35.19
2748193,2325,1,199483,239296,1.24,-0.76,9.89,-0.03,-0.01,-0.00,35.19
2788197,2301,1,199440,238888,1.23,-0.76,9.91,-0.03,-0.01,-0.00,35.19
2828194,2289,1,199031,237614,1.25,-0.74,9.90,-0.03,-0.01,-0.00,35.19
2868197,2289,1,198716,236994,1.25,-0.75,9.92,-0.03,-0.01,-0.00,35.19
2908194,2282,1,198623,236926,1.27,-0.77,9.92,-0.03,-0.01,-0.00,35.19
2948197,2224,1,198699,237142,1.25,-0.76,9.92,-0.04,-0.01,-0.00,35.19
2988881,2146,1,198673,237396,1.23,-0.76,9.89,-0.03,-0.01,-0.00,34.97
3029203,2160,1,198704,237642,1.24,-0.75,9.92,-0.03,-0.01,-0.00,34.97
3069194,2140,1,198734,237676,1.24,-0.75,9.91,-0.03,-0.01,-0.00,34.97
3109197,2113,1,198710,237604,1.22,-0.74,9.91,-0.03,-0.01,-0.00,34.97
3149198,2192,1,198693,237619,1.23,-0.75,9.92,-0.03,-0.01,-0.00,34.97
3189197,2081,1,198772,237835,1.23,-0.76,9.91,-0.03,-0.01,-0.00,34.97
3229194,2075,1,198812,237970,1.23,-0.77,9.92,-0.03,-0.01,-0.01,34.97
3269197,2067,1,198805,238030,1.23,-0.75,9.90,-0.03,-0.01,-0.00,34.97
3309194,2055,1,198810,238076,1.23,-0.75,9.89,-0.03,-0.01,-0.00,34.97
3349197,2001,1,198804,238120,1.23,-0.76,9.88,-0.03,-0.01,-0.00,34.97
3389194,1977,1,198765,238221,1.24,-0.74,9.93,-0.03,-0.01,-0.00,34.97
3429197,1980,1,198842,238368,1.24,-0.76,9.89,-0.03,-0.01,-0.00,34.97
3469194,1956,1,198861,237918,1.24,-0.74,9.89,-0.03,-0.01,-0.00,34.97
3509197,1987,1,198595,236934,1.24,-0.76,9.91,-0.03,-0.01,-0.00,34.97
3549227,1938,1,198491,236602,1.24,-0.77,9.91,-0.04,-0.01,-0.00,34.97
3587197,2012,1,198515,236644,1.25,-0.75,9.91,-0.03,-0.01,-0.01,34.97
3627197,1986,1,198567,236828,1.24,-0.74,9.91,-0.03,-0.01,-0.00,34.97
3667197,1950,1,198665,237012,1.21,-0.75,9.90,-0.03,-0.01,-0.00,34.97
3707194,1982,1,198689,237022,1.22,-0.76,9.91,-0.03,-0.01,-0.01,34.97
3747224,1963,1,198625,236941,1.23,-0.74,9.90,-0.03,-0.01,-0.00,34.97
3787194,1947,1,198599,236861,1.23,-0.75,9.92,-0.03,-0.01,-0.00,34.97
3827197,1962,1,198634,236810,1.23,-0.76,9.92,-0.03,-0.01,-0.00,34.97
3867194,1915,1,198663,236903,1.25,-0.77,9.89,-0.03,-0.01,-0.00,34.97
3907197,1949,1,198671,237060,1.23,-0.76,9.91,-0.03,-0.01,-0.00,34.97
3947194,1933,1,198593,237095,1.23,-0.77,9.89,-0.03,-0.01,-0.00,34.97
3987197,1939,1,198642,237128,1.24,-0.74,9.90,-0.03,-0.01,-0.00,34.97
4027889,1841,1,198628,237349,1.23,-0.74,9.91,-0.03,-0.01,-0.00,34.75
4068197,1872,1,198773,237528,1.25,-0.77,9.91,-0.03,-0.01,-0.01,34.75
4108197,1854,1,198887,237655,1.24,-0.76,9.91,-0.03,-0.01,-0.00,34.75
4148197,1910,1,198730,236842,1.23,-0.76,9.89,-0.03,-0.01,-0.00,34.75
4188194,1884,1,198402,235974,1.25,-0.74,9.91,-0.04,-0.01,-0.00,34.75
4228197,1858,1,198171,235714,1.24,-0.74,9.92,-0.03,-0.01,-0.00,34.75
4268194,1879,1,198221,235818,1.24,-0.75,9.92,-0.03,-0.01,-0.00,34.75
4308197,1842,1,198277,235976,1.23,-0.76,9.90,-0.03,-0.01,-0.00,34.75
4348194,1919,1,198339,236304,1.24,-0.74,9.89,-0.03,-0.01,-0.00,34.75
4388197,1879,1,198449,236516,1.23,-0.77,9.90,-0.03,-0.01,-0.01,34.75
4428194,1857,1,198454,236572,1.23,-0.76,9.91,-0.03,-0.01,-0.00,34.75
4468197,1904,1,198458,236576,1.23,-0.75,9.93,-0.03,-0.01,-0.00,34.75
4508194,1831,1,198409,236714,1.24,-0.76,9.90,-0.03,-0.01,-0.00,34.75
4548197,1909,1,198444,236947,1.23,-0.78,9.96,-0.03,-0.01,-0.00,34.75
4588194,1859,1,198581,237181,1.22,-0.76,9.91,-0.03,-0.01,-0.00,34.75
4628197,1915,1,198625,237312,1.24,-0.75,9.88,-0.03,-0.01,-0.00,34.75
4668194,1910,1,198631,237450,1.23,-0.74,9.92,-0.03,-0.01,-0.00,34.75
4708197,1927,1,198693,237639,1.24,-0.76,9.90,-0.03,-0.01,-0.01,34.75
4748194,1906,1,198687,237746,1.24,-0.76,9.92,-0.03,-0.01,-0.00,34.75
4788197,1903,1,198719,237511,1.24,-0.75,9.91,-0.03,-0.01,-0.00,34.75
4828194,1905,1,198407,236323,1.25,-0.77,9.90,-0.03,-0.01,-0.00,34.75
