timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1918487,1660,1,201130,232889,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1948957,1404,1,201210,233092,0.54,-0.80,9.70,-0.03,-0.01,-0.00,34.43
1989199,1283,1,201198,233100,0.56,-0.84,9.95,-0.03,-0.01,-0.00,34.43
2029187,1251,1,201189,232531,0.56,-0.82,9.96,-0.03,-0.01,-0.00,34.43
2069188,1271,1,200902,231609,0.57,-0.84,9.96,-0.03,-0.01,-0.00,34.43
2109206,1347,1,200708,230948,0.55,-0.84,9.97,-0.03,-0.01,-0.00,34.43
2149187,1424,1,200667,230774,0.57,-0.81,9.95,-0.03,-0.01,-0.00,34.43
2189187,1495,1,200686,230804,0.55,-0.82,9.95,-0.03,-0.01,-0.00,34.43
2229187,1616,1,200715,231169,0.55,-0.82,9.96,-0.03,-0.01,-0.00,34.43
2269187,1686,1,200777,231515,0.55,-0.82,9.96,-0.04,-0.01,-0.01,34.43
2309211,1775,1,200700,231688,0.55,-0.80,9.91,-0.04,-0.01,-0.01,34.43
2349187,1808,1,200658,231788,0.55,-0.82,10.00,-0.04,-0.01,-0.01,34.43
2389188,1950,1,200590,232106,0.57,-0.84,9.94,-0.04,-0.01,-0.01,34.43
2429187,1972,1,200478,232217,0.56,-0.83,9.95,-0.05,-0.01,-0.02,34.43
2469193,2079,1,200243,232106,0.56,-0.84,9.97,-0.04,-0.01,-0.02,34.43
2509189,2085,1,200325,232316,0.49,-0.86,10.01,-0.02,-0.02,-0.00,34.43
2549193,2112,1,200761,232300,0.60,-0.83,9.96,-0.03,-0.02,-0.00,34.43
2589189,2121,1,200877,232218,0.57,-0.83,9.96,-0.03,-0.01,-0.00,34.43
2629193,2129,1,200917,232127,0.58,-0.84,9.97,-0.03,-0.01,-0.00,34.43
2669190,2177,1,200831,231734,0.53,-0.82,9.98,-0.03,-0.01,-0.00,34.43
2709193,2156,1,200528,230637,0.57,-0.82,9.96,-0.04,-0.01,-0.00,34.43
2749190,2197,1,200206,229781,0.57,-0.84,9.96,-0.03,-0.01,-0.00,34.43
2789193,2005,1,200061,229563,0.55,-0.84,9.95,-0.03,-0.01,-0.00,34.43
2829190,2059,1,199789,229502,0.56,-0.80,9.92,-0.07,-0.03,-0.01,34.43
2869193,2183,1,199554,229374,0.59,-0.86,9.97,-0.05,-0.03,-0.01,34.43
2909190,2030,1,199424,229371,0.57,-0.84,9.98,-0.04,-0.02,-0.00,34.43
2949193,2186,1,198908,229124,0.59,-0.88,9.96,-0.04,-0.03,-0.00,34.43
2989876,1902,1,199492,229077,0.61,-0.86,9.96,-0.04,-0.05,-0.00,34.07
3028195,1837,1,199906,229525,0.61,-0.87,9.94,-0.04,-0.03,-0.00,34.07
3068188,1530,1,200252,230139,0.64,-0.86,9.94,-0.04,-0.02,-0.00,34.07
3108193,1390,1,201424,230655,0.65,-0.85,9.95,-0.04,-0.02,-0.00,34.07
3148189,1675,1,201521,231424,0.61,-0.85,9.95,-0.04,-0.01,-0.00,34.07
3188192,1776,1,201800,231820,0.60,-0.87,9.99,-0.04,-0.02,-0.01,34.07
3228189,1919,1,201855,232153,0.65,-0.85,9.92,-0.04,-0.01,-0.01,34.07
3268193,2053,1,201723,232368,0.60,-0.86,9.98,-0.04,-0.00,-0.01,34.07
3308188,2220,1,201434,232300,0.62,-0.87,9.94,-0.04,-0.01,-0.01,34.07
3348193,2297,1,201119,231938,0.62,-0.89,9.94,-0.04,-0.01,-0.01,34.07
3388189,2358,1,200772,230917,0.60,-0.87,9.95,-0.03,-0.01,-0.01,34.07
3428193,2434,1,200507,229864,0.59,-0.87,9.96,-0.03,-0.02,-0.00,34.07
3468189,2441,1,200360,229392,0.64,-0.86,9.95,-0.03,-0.02,-0.00,34.07
3508192,2446,1,200493,229450,0.64,-0.87,9.94,-0.03,-0.02,-0.00,34.07
3548189,2447,1,200641,229839,0.62,-0.87,9.92,-0.03,-0.01,-0.00,34.07
3588192,2462,1,200896,230535,0.64,-0.86,9.95,-0.04,-0.02,-0.00,34.07
3628189,2490,1,201263,231134,0.64,-0.88,9.98,-0.04,-0.02,-0.00,34.07
3668193,2540,1,201436,231420,0.62,-0.87,9.93,-0.03,-0.01,-0.00,34.07
3708189,2559,1,201447,231529,0.63,-0.87,9.95,-0.03,-0.01,-0.01,34.07
3748228,2529,1,201478,231535,0.65,-0.89,9.96,-0.04,-0.01,-0.00,34.07
3788189,2477,1,201461,231557,0.63,-0.90,9.95,-0.03,-0.01,-0.00,34.07
3828193,2466,1,201519,231519,0.62,-0.89,9.98,-0.04,-0.01,-0.00,34.07
3868189,2384,1,201600,231672,0.66,-0.86,9.91,-0.03,-0.01,-0.00,34.07
3908193,2335,1,201719,231874,0.62,-0.87,9.97,-0.03,-0.01,-0.00,34.07
3948222,2224,1,201868,232166,0.63,-0.86,9.97,-0.03,-0.01,-0.00,34.07
3988193,2118,1,201905,232357,0.64,-0.89,9.92,-0.03,-0.01,-0.00,34.07
4028876,2047,1,201959,232381,0.64,-0.86,9.94,-0.03,-0.01,-0.00,33.87
4067192,2021,1,201835,231654,0.63,-0.89,9.96,-0.03,-0.01,-0.00,33.87
4107189,1973,1,201499,230666,0.62,-0.88,9.96,-0.03,-0.01,-0.00,33.87
4147192,1939,1,201238,230023,0.64,-0.87,9.94,-0.03,-0.01,-0.00,33.87
4187189,1850,1,201076,229868,0.63,-0.88,9.95,-0.03,-0.01,-0.00,33.87
4227192,1891,1,201043,230101,0.62,-0.88,9.97,-0.03,-0.01,-0.01,33.87
4267189,1842,1,201160,230593,0.65,-0.88,9.95,-0.03,-0.01,-0.00,33.87
4307192,1825,1,201260,231016,0.62,-0.87,9.94,-0.03,-0.01,-0.00,33.87
4347189,1781,1,201359,231116,0.59,-0.87,9.96,-0.03,-0.01,-0.00,33.87
4387193,1771,1,201388,231062,0.65,-0.87,9.96,-0.03,-0.01,-0.00,33.87
4427189,1863,1,201438,231112,0.63,-0.86,9.94,-0.03,-0.01,-0.01,33.87
4467192,1759,1,201470,231288,0.60,-0.89,9.95,-0.03,-0.01,-0.00,33.87
4507189,1786,1,201509,231397,0.64,-0.87,9.95,-0.03,-0.01,-0.00,33.87
4547192,1805,1,201534,231387,0.63,-0.87,9.93,-0.02,-0.00,-0.00,33.87
4587189,1747,1,201380,231466,0.60,-0.85,9.94,-0.03,-0.01,-0.00,33.87
4627192,1531,1,201451,231527,0.61,-0.85,9.97,-0.03,-0.01,-0.00,33.87
4667190,1530,1,201568,231332,0.62,-0.87,9.99,-0.03,-0.01,-0.00,33.87
4707193,1578,1,201398,230368,0.61,-0.87,9.92,-0.03,-0.01,-0.00,33.87
4747189,1643,1,201032,228829,0.61,-0.86,9.94,-0.03,-0.01,-0.00,33.87
4787193,1728,1,200667,227754,0.62,-0.85,9.95,-0.04,-0.01,-0.00,33.87
4827189,1802,1,200538,227576,0.64,-0.87,9.93,-0.03,-0.01,-0.00,33.87
4867192,1893,1,200527,227514,0.65,-0.85,9.92,-0.03,-0.01,-0.00,33.87
4907189,1949,1,200590,227830,0.62,-0.86,9.95,-0.03,-0.01,-0.00,33.87
4947192,2002,1,200757,228031,0.63,-0.89,9.94,-0.03,-0.01,-0.00,33.87
4987189,2058,1,200815,228262,0.60,-0.87,9.96,-0.03,-0.01,-0.00,33.87
5027193,2085,1,200903,228428,0.64,-0.86,9.97,-0.04,-0.01,-0.00,33.87
5067876,2077,1,200927,228679,0.64,-0.85,9.96,-0.03,-0.01,-0.00,33.79
5108193,2096,1,200986,228902,0.61,-0.88,9.94,-0.03,-0.01,-0.00,33.79
5148189,2131,1,201069,229066,0.62,-0.87,9.94,-0.03,-0.01,-0.00,33.79
5188241,2122,1,201133,229199,0.65,-0.88,9.95,-0.03,-0.01,-0.00,33.79
5228190,2128,1,201170,229180,0.62,-0.86,9.96,-0.03,-0.01,-0.00,33.79
5268193,2130,1,201199,229204,0.62,-0.86,9.95,-0.03,-0.01,-0.00,33.79
5308190,2145,1,201153,229145,0.64,-0.89,9.96,-0.03,-0.01,-0.00,33.79
5348193,2155,1,201065,228128,0.63,-0.86,9.96,-0.03,-0.01,-0.00,33.79
5387230,2157,1,200548,225922,0.62,-0.87,9.93,-0.03,-0.01,-0.00,33.79
5427193,2130,1,199950,224459,0.62,-0.86,9.95,-0.03,-0.01,-0.00,33.79
5467189,2117,1,199643,224112,0.62,-0.86,9.98,-0.03,-0.01,-0.00,33.79
