timestamp_us,ecg,leads,ir,red,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,time_sec,ecg_filtered,ppg_filtered,accel_magnitude,gyro_magnitude,ecg_norm,ppg_norm
1948964,1829.25,1,200644.0,241181,1.21,-0.76,9.845000000000002,-0.03,-0.01,-0.0,32.7,0.030472,0.7958406464361195,4.472685557055329,9.948151838406973,0.03162277660168379,0.03249280330776875,0.018860913814255406
1989204,1829.25,1,200548.0,241056,1.25,-0.76,9.9,-0.03,-0.01,-0.0,32.7,0.070712,-9.231637499670432,43.07304773731395,10.007502185860366,0.03162277660168379,-0.2862711824489637,0.11197172796222259
2029193,1829.25,1,200416.0,241008,1.25,-0.75,9.91,-0.03,-0.01,-0.0,32.7,0.110701,-17.972289282458945,51.19498696100681,10.016641153600343,0.03162277660168379,-0.564128182962615,0.1315632636593958
2069197,1829.25,1,200330.0,240965,1.25,-0.74,9.89,-0.03,-0.01,-0.0,32.7,0.150705,-28.936658357323402,-13.473841042774202,9.996109243100538,0.03162277660168379,-0.9126750395786727,-0.02442924224787824
2109198,1829.25,1,200212.0,240549,1.24,-0.76,9.9,-0.03,-0.01,-0.0,32.7,0.190706,-37.51926655771733,-187.71774173620824,10.006258041845614,0.03162277660168379,-1.1855079850394659,-0.44473595797555143
2149197,1829.25,1,199770.0,238927,1.25,-0.76,9.93,-0.03,-0.01,-0.0,32.7,0.230705,-47.503260886716156,-462.66141970064155,10.037180879111425,0.03162277660168379,-1.5028896616397773,-1.1079481211297515
2189194,1829.25,1,199232.0,237894,1.25,-0.75,9.89,-0.03,-0.01,-0.0,32.7,0.270702,-57.93304029602626,-760.9011497201907,9.996854505293154,0.03162277660168379,-1.8344424216291941,-1.8273544299024764
2229197,1829.25,1,199037.0,237537,1.24,-0.74,9.92,-0.03,-0.01,-0.0,32.7,0.310705,-65.00871295392265,-962.8646104969959,10.024549865205918,0.03162277660168379,-2.059371320548484,-2.3145255650657313
2269194,1829.25,1,198954.0,237591,1.26,-0.79,9.91,-0.03,-0.01,-0.0,32.7,0.350702,-77.93634138207999,-971.6384434885803,10.020968017112919,0.03162277660168379,-2.470328323306103,-2.3356895823676864
2309197,1829.25,1,199048.0,237983,1.24,-0.77,9.92,-0.03,-0.01,-0.0,32.7,0.390705,-82.9529546393206,-770.8521934960379,10.026809063705162,0.03162277660168379,-2.6298016837640343,-1.851358085185925
2349194,1829.25,1,199315.0,238745,1.25,-0.74,9.9,-0.03,-0.01,-0.0,32.7,0.430702,-95.2871515751225,-434.6978330479671,10.006003198080641,0.03162277660168379,-3.0218940642287357,-1.040495066995991
2389197,1829.25,1,199655.0,239256,1.22,-0.75,9.93,-0.03,-0.01,-0.0,32.7,0.470705,-102.5498517356295,-84.57140193184348,10.03273641635222,0.03162277660168379,-3.252768389436632,-0.19592897448877292
2429194,1915.0,1,199824.0,239321,1.22,-0.75,9.93,-0.03,-0.01,-0.0,32.7,0.510702,-23.820389198368655,176.90575583056446,10.03273641635222,0.03162277660168379,-0.7500337128612571,0.43479959035370197
2469197,2015.25,1,199782.0,239213,1.25,-0.75,9.92,-0.03,-0.01,-0.0,32.7,0.550705,64.05696761007384,311.60772030753157,10.0265347952321,0.03162277660168379,2.0435038153059972,0.7597242509361724
2509194,2015.25,1,199770.0,239215,1.25,-0.75,9.92,-0.03,-0.01,-0.0,32.7,0.590702,62.58210703368974,347.1444508406667,10.0265347952321,0.03162277660168379,1.9966194014071539,0.8454450505661143
2549197,2015.25,1,199755.0,239160,1.24,-0.76,9.91,-0.03,-0.01,-0.0,32.7,0.630705,48.28456288090149,342.7314660746688,10.016151955716326,0.03162277660168379,1.5421140816977073,0.8348001606952419
2589194,2015.25,1,199728.0,239239,1.23,-0.75,9.9,-0.03,-0.01,-0.0,32.7,0.670702,47.389338891780525,348.80801607828664,10.004269088744065,0.03162277660168379,1.5136557631893752,0.8494578604185117
2629197,2015.25,1,199711.0,239271,1.25,-0.74,9.92,-0.03,-0.01,-0.0,32.7,0.710705,36.636895803655676,383.05066010902425,10.02579173930917,0.03162277660168379,1.1718458319731275,0.9320570974254543
2669194,2015.25,1,199582.0,239182,1.25,-0.75,9.9,-0.03,-0.01,-0.0,32.7,0.750702,32.6089431936477,426.92263800656497,10.006747723411438,0.03162277660168379,1.0438010524485857,1.0378839692367972
2709197,2015.25,1,199552.0,239239,1.24,-0.73,9.9,-0.03,-0.01,-0.0,32.7,0.790705,26.989630591903424,437.76597527131395,10.004024190294624,0.03162277660168379,0.8651684534994135,1.0640399922317867
2748193,2015.25,1,199483.0,239296,1.24,-0.76,9.89,-0.03,-0.01,-0.0,32.7,0.829701,20.764999044512688,373.05487634798635,9.996364339098491,0.03162277660168379,0.6672933414321003,0.9079455214850279
2788197,2015.25,1,199440.0,238888,1.23,-0.76,9.91,-0.03,-0.01,-0.0,32.7,0.869705,18.06560799181877,220.42407064275065,10.014918871363863,0.03162277660168379,0.5814822692427407,0.5397733650449281
2828194,2015.25,1,199031.0,237614,1.25,-0.74,9.9,-0.03,-0.01,-0.0,32.7,0.909702,12.583163253820908,15.538167925066436,10.006003198080641,0.03162277660168379,0.4072005694063985,0.04555278959029215
2868197,2015.25,1,198716.0,236994,1.25,-0.75,9.92,-0.03,-0.01,-0.0,32.7,0.949705,10.29471112583247,-171.52125221395553,10.0265347952321,0.03162277660168379,0.33445285448723805,-0.4056671969438935
2908194,2015.25,1,198623.0,236926,1.27,-0.77,9.92,-0.03,-0.01,-0.0,32.7,0.989702,7.516913013574866,-277.87051420890083,10.030563294252223,0.03162277660168379,0.24614929650495854,-0.6622001880630582
2948197,2015.25,1,198699.0,237142,1.25,-0.76,9.92,-0.03,-0.01,-0.0,32.7,1.029705,4.644822567107479,-286.0595862256767,10.027287768883468,0.03162277660168379,0.1548482749689252,-0.6819536597801784
2988881,2015.25,1,198673.0,237396,1.23,-0.76,9.89,-0.03,-0.01,-0.0,32.7,1.070389,4.760126134695963,-227.89967778194875,9.995128813577143,0.03162277660168379,0.15851366563255354,-0.5416618044686161
3029203,2015.25,1,198704.0,237642,1.24,-0.75,9.92,-0.03,-0.01,-0.0,32.7,1.110711,2.08848507487586,-154.01813478402872,10.02529301317423,0.03162277660168379,0.07358473930322883,-0.36344662122967253
3069194,2015.25,1,198734.0,237676,1.24,-0.75,9.91,-0.03,-0.01,-0.0,32.7,1.150702,3.3769515646632255,-98.08041218238012,10.015398144856748,0.03162277660168379,0.11454386260563952,-0.22851506621731102
3109197,2015.25,1,198710.0,237604,1.22,-0.74,9.91,-0.03,-0.01,-0.0,32.7,1.190705,3.426579192265839,-63.55996992597136,10.012197560975313,0.03162277660168379,0.11612147764979719,-0.1452457313796716
3149198,2015.25,1,198693.0,237619,1.23,-0.75,9.92,-0.03,-0.01,-0.0,32.7,1.230706,2.9543367097965265,-36.377654328302896,10.02406105328574,0.03162277660168379,0.10110933862917804,-0.07967723945965767
3189197,2015.25,1,198772.0,237835,1.23,-0.76,9.91,-0.03,-0.01,-0.0,32.7,1.270705,7.9786790496457805,-4.933036747245582,10.014918871363863,0.03162277660168379,0.2608283992664244,-0.0038273308533308755
3229194,2015.25,1,198812.0,237970,1.23,-0.77,9.92,-0.03,-0.01,-0.0,32.7,1.310702,5.248916936861486,31.686634373903086,10.025577290111528,0.03162277660168379,0.17405185998503983,0.08450571058286506
3269197,2015.25,1,198805.0,238030,1.23,-0.75,9.9,-0.03,-0.01,-0.0,32.7,1.350705,12.393254224988885,69.52055771500721,10.004269088744065,0.03162277660168379,0.40116354214195205,0.1757677404117878
3309194,2015.25,1,198810.0,238076,1.23,-0.75,9.89,-0.03,-0.01,-0.0,32.7,1.390702,13.91718545306285,106.44966454610419,9.994373417078233,0.03162277660168379,0.4496078653508363,0.2648471948154371
3349197,2001.0,1,198804.0,238120,1.23,-0.76,9.88,-0.03,-0.01,-0.0,32.7,1.430705,-1.1107599139850648,139.0993903460186,9.98523409840751,0.03162277660168379,-0.028116213738242423,0.3436040348870748
3389194,1977.0,1,198765.0,238221,1.24,-0.74,9.93,-0.03,-0.01,-0.0,32.7,1.470702,-8.374522116090873,155.1571914656669,10.034445674774467,0.03162277660168379,-0.2590243002376756,0.3823382552732571
3429197,1980.0,1,198842.0,238368,1.24,-0.76,9.89,-0.03,-0.01,-0.0,32.7,1.510705,-23.10834260496455,135.8983504790188,9.996364339098491,0.03162277660168379,-0.7273984294080466,0.33588256774786535
3469194,1956.0,1,198861.0,237918,1.24,-0.74,9.89,-0.03,-0.01,-0.0,32.7,1.550702,-12.387020905232974,73.41122807572785,9.994863680911312,0.03162277660168379,-0.3865778175063841,0.18515271672823636
3509197,1987.0,1,198595.0,236934,1.24,-0.76,9.91,-0.03,-0.01,-0.0,32.7,1.590705,-10.630520355037834,-13.295579888916487,10.016151955716326,0.03162277660168379,-0.33074033691496574,-0.023999245216007468
3549227,1938.0,1,198491.0,236602,1.24,-0.77,9.91,-0.03,-0.01,-0.0,32.7,1.630735,-21.39345905518531,-84.11234679654902,10.016915692966572,0.03162277660168379,-0.6728839136473181,-0.19482165334016638
3587197,2012.0,1,198515.0,236644,1.25,-0.75,9.91,-0.03,-0.01,-0.0,32.7,1.668705,31.520338292943162,-105.50380547847439,10.016641153600343,0.03162277660168379,1.0091953388277959,-0.2464215871538788
3627197,1986.0,1,198567.0,236828,1.24,-0.74,9.91,-0.03,-0.01,-0.0,32.7,1.708705,27.33999789726187,-75.25291899643872,10.014654262629339,0.03162277660168379,0.876306296644778,-0.17345116641309588
3667197,1950.0,1,198665.0,237012,1.21,-0.75,9.9,-0.03,-0.01,-0.0,32.7,1.748705,-8.566758368307571,-20.853524980457657,10.001829832585635,0.03162277660168379,-0.2651353077183874,-0.04223032857923398
3707194,1982.0,1,198689.0,237022,1.22,-0.76,9.91,-0.03,-0.01,-0.0,32.7,1.788702,26.506444423742764,25.030037965602343,10.01369562149759,0.03162277660168379,0.8498084251272532,0.06844883764118315
3747224,1963.0,1,198625.0,236941,1.23,-0.74,9.9,-0.03,-0.01,-0.0,32.7,1.828732,18.744364206296833,46.8419894114848,10.003524378937655,0.03162277660168379,0.6030592832368513,0.1210630734299013
3787194,1947.0,1,198599.0,236861,1.23,-0.75,9.92,-0.03,-0.01,-0.0,32.7,1.868702,5.559186317851064,47.46083277924969,10.02406105328574,0.03162277660168379,0.18391502828133913,0.1225558316981677
