pat_mean_ms,pat_std_ms,heart_rate_bpm,sdnn,rmssd,ppg_amplitude,pulse_width_ms,accel_motion,gyro_motion,temperature
200.49999999999812,40.500000000001535,88.32188420019612,31.43600200760255,61.03277807866103,767.28367350468,237.76666666666705,10.010494331983667,0.03162277660168371,31.549866666666677
